TR	statistic	pvalue	zscore	max_auc	re_rank	irwin_hall_pvalue
DIDO1	0.848	1.981e-01	-0.018	0.578	0.439	3.646e-01
ZEB1	0.853	1.969e-01	-0.545	0.591	0.440	3.669e-01
NFKB1	0.583	2.799e-01	0.458	0.576	0.440	3.677e-01
HNF4A	-0.172	5.683e-01	1.486	0.579	0.440	3.677e-01
ARNT2	1.006	1.572e-01	-0.794	0.594	0.440	3.677e-01
PARP1	-0.008	5.030e-01	7.087	0.558	0.441	3.693e-01
IKZF2	0.421	3.370e-01	0.968	0.571	0.441	3.693e-01
SOX9	0.976	1.646e-01	-1.384	0.604	0.441	3.693e-01
TRIM28	-2.189	9.857e-01	4.375	0.588	0.441	3.700e-01
USP49	0.317	3.757e-01	1.323	0.569	0.443	3.724e-01
ZNF207	0.381	3.515e-01	1.125	0.570	0.443	3.739e-01
NCOR2	0.670	2.513e-01	0.350	0.575	0.443	3.739e-01
BPTF	0.780	2.178e-01	-0.285	0.585	0.443	3.739e-01
JUNB	0.013	4.948e-01	0.097	0.601	0.444	3.747e-01
CREM	0.258	3.982e-01	0.512	0.583	0.444	3.755e-01
HOXA6	0.901	1.837e-01	-0.614	0.590	0.448	3.833e-01
KDM3A	1.252	1.053e-01	-1.164	0.592	0.448	3.841e-01
CRY1	0.113	4.551e-01	2.185	0.563	0.450	3.880e-01
ZSCAN22	1.681	4.641e-02	-2.767	0.597	0.451	3.911e-01
ZNF611	0.320	3.746e-01	1.174	0.569	0.451	3.911e-01
GTF2F1	0.976	1.646e-01	-2.735	0.614	0.452	3.919e-01
H2AFX	-0.973	8.347e-01	1.066	0.601	0.452	3.935e-01
BCL11A	-0.319	6.250e-01	-0.302	0.623	0.452	3.935e-01
KLF17	0.806	2.101e-01	-0.128	0.578	0.454	3.974e-01
NPAT	1.055	1.458e-01	-1.186	0.596	0.455	3.998e-01
XBP1	0.366	3.572e-01	-0.230	0.593	0.457	4.029e-01
KDM4A	0.477	3.167e-01	0.637	0.572	0.458	4.061e-01
CLOCK	0.030	4.879e-01	1.792	0.567	0.458	4.069e-01
MBD1	0.661	2.544e-01	0.204	0.575	0.460	4.109e-01
FOXM1	0.635	2.627e-01	-2.011	0.615	0.461	4.125e-01
TFAP2A	-0.061	5.242e-01	1.327	0.574	0.463	4.172e-01
BARX2	1.251	1.055e-01	-3.524	0.605	0.463	4.180e-01
DEAF1	1.255	1.047e-01	-4.196	0.605	0.464	4.204e-01
CDK12	0.651	2.574e-01	-0.149	0.580	0.465	4.212e-01
INTS12	0.813	2.081e-01	-0.610	0.586	0.465	4.220e-01
MYNN	0.630	2.643e-01	0.244	0.574	0.466	4.228e-01
WDHD1	0.567	2.852e-01	0.244	0.575	0.466	4.228e-01
ZNF354C	0.196	4.222e-01	1.367	0.565	0.467	4.252e-01
ZMIZ1	0.566	2.855e-01	-0.051	0.579	0.467	4.268e-01
ILK	-0.010	5.038e-01	1.960	0.564	0.467	4.268e-01
ZSCAN5A	1.065	1.434e-01	-0.923	0.587	0.468	4.276e-01
ELK3	1.106	1.344e-01	-2.068	0.599	0.469	4.308e-01
TP53	-1.350	9.115e-01	0.237	0.623	0.469	4.316e-01
ASCL1	-0.514	6.965e-01	1.731	0.577	0.470	4.332e-01
ZNF563	0.022	4.914e-01	2.177	0.559	0.470	4.332e-01
YBX1	-0.032	5.126e-01	1.953	0.564	0.472	4.372e-01
ZNF331	-0.085	5.340e-01	3.998	0.555	0.472	4.372e-01
ZNF778	-0.021	5.083e-01	0.797	0.579	0.473	4.388e-01
ZFP28	-0.057	5.229e-01	2.302	0.562	0.473	4.388e-01
LANA	0.979	1.639e-01	-1.332	0.594	0.474	4.420e-01
ZBTB16	0.373	3.546e-01	0.549	0.572	0.475	4.444e-01
MED12	0.559	2.879e-01	0.177	0.573	0.480	4.540e-01
ZNF585B	0.036	4.857e-01	1.766	0.561	0.480	4.540e-01
SKI	0.413	3.397e-01	0.404	0.572	0.480	4.540e-01
PR	-2.349	9.906e-01	1.347	0.598	0.480	4.549e-01
AEBP2	0.395	3.464e-01	0.601	0.570	0.480	4.549e-01
FLI1	-0.702	7.585e-01	-0.414	0.631	0.480	4.557e-01
KLF11	0.793	2.138e-01	-0.381	0.577	0.482	4.605e-01
ATF3	-0.279	6.097e-01	-0.627	0.622	0.483	4.613e-01
KDM6A	0.350	3.631e-01	0.642	0.570	0.483	4.621e-01
RB1	1.003	1.578e-01	-2.349	0.599	0.484	4.645e-01
SMARCA4	0.112	4.554e-01	-0.786	0.608	0.484	4.645e-01
ZNF141	0.015	4.942e-01	1.825	0.559	0.486	4.677e-01
SOX13	0.174	4.309e-01	0.839	0.570	0.487	4.702e-01
CBX3	-0.413	6.602e-01	1.566	0.571	0.488	4.726e-01
ZNF766	-0.125	5.497e-01	1.467	0.568	0.488	4.734e-01
LDB1	-0.049	5.195e-01	2.319	0.557	0.488	4.734e-01
AGO2	0.802	2.112e-01	-0.821	0.585	0.489	4.750e-01
MYBL2	0.171	4.321e-01	1.121	0.564	0.489	4.750e-01
ZNF341	0.761	2.234e-01	-0.391	0.576	0.489	4.758e-01
PRDM11	0.359	3.597e-01	-0.731	0.598	0.490	4.774e-01
IRF1	0.425	3.353e-01	-0.228	0.581	0.490	4.782e-01
LMTK3	-0.162	5.643e-01	0.990	0.575	0.492	4.831e-01
NR2F1	-0.203	5.804e-01	0.993	0.575	0.494	4.863e-01
GATA2	-4.805	1.000e+00	0.692	0.611	0.495	4.879e-01
ZNF697	-0.305	6.198e-01	2.237	0.561	0.495	4.879e-01
ESR1	-9.269	1.000e+00	0.874	0.606	0.496	4.904e-01
ZNF280A	-0.181	5.718e-01	3.514	0.552	0.496	4.920e-01
RCOR1	0.093	4.630e-01	0.414	0.577	0.497	4.936e-01
ETV7	0.484	3.142e-01	-0.049	0.574	0.499	4.976e-01
MAF	-0.095	5.380e-01	-0.466	0.603	0.499	4.985e-01
ZNF440	-0.218	5.863e-01	3.706	0.551	0.500	4.993e-01
HOXA4	0.696	2.432e-01	-0.665	0.581	0.501	5.033e-01
GRHL1	0.449	3.266e-01	0.055	0.573	0.502	5.041e-01
TET1	0.934	1.751e-01	-1.848	0.591	0.502	5.041e-01
TRRAP	0.950	1.710e-01	-1.494	0.587	0.504	5.090e-01
ZNF506	-0.155	5.617e-01	2.590	0.553	0.504	5.098e-01
MITF	-0.479	6.839e-01	1.040	0.577	0.506	5.130e-01
SIX4	0.105	4.580e-01	1.105	0.562	0.506	5.138e-01
CHD2	0.908	1.821e-01	-2.638	0.597	0.509	5.195e-01
FOXG1	0.514	3.035e-01	-0.297	0.575	0.510	5.219e-01
BARX1	0.707	2.398e-01	-0.798	0.582	0.510	5.219e-01
EZH2	-3.128	9.991e-01	0.251	0.615	0.510	5.235e-01
ZNF75D	-0.417	6.616e-01	5.885	0.549	0.510	5.235e-01
TCF7	-0.462	6.781e-01	0.611	0.583	0.512	5.267e-01
E2F3	0.709	2.392e-01	-0.879	0.582	0.513	5.300e-01
GLI4	0.824	2.050e-01	-0.988	0.581	0.514	5.324e-01
APOBEC3B	0.181	4.280e-01	0.770	0.565	0.514	5.324e-01
SMAD4	-0.104	5.415e-01	0.427	0.578	0.516	5.364e-01
NFE2L2	-0.489	6.877e-01	-0.706	0.617	0.517	5.372e-01
CDK2	-0.649	7.418e-01	4.253	0.556	0.517	5.372e-01
RNF2	-0.795	7.866e-01	0.262	0.597	0.518	5.405e-01
VDR	0.090	4.642e-01	-0.347	0.586	0.519	5.429e-01
HCFC1R1	-0.034	5.136e-01	1.453	0.557	0.519	5.429e-01
E2F7	-0.219	5.868e-01	-0.812	0.608	0.523	5.525e-01
ZBTB26	0.639	2.613e-01	-2.150	0.597	0.524	5.541e-01
ZNF468	0.347	3.643e-01	0.088	0.570	0.524	5.549e-01
SP3	0.967	1.669e-01	-1.662	0.582	0.525	5.557e-01
ZBTB8A	0.656	2.560e-01	-0.577	0.575	0.525	5.557e-01
NR2F2	-0.325	6.275e-01	0.690	0.576	0.526	5.573e-01
BMI1	-1.405	9.200e-01	0.254	0.601	0.526	5.573e-01
KLF7	0.896	1.852e-01	-1.430	0.581	0.526	5.573e-01
LYL1	-0.389	6.513e-01	0.753	0.576	0.526	5.582e-01
HMBOX1	-0.008	5.032e-01	1.149	0.558	0.528	5.622e-01
E2F8	0.399	3.448e-01	-0.185	0.572	0.528	5.638e-01
CCDC101	0.814	2.077e-01	-2.068	0.588	0.529	5.646e-01
POLR2AphosphoS5	0.249	4.016e-01	-0.198	0.576	0.529	5.646e-01
PBX1	0.178	4.295e-01	0.497	0.566	0.530	5.662e-01
ASH1L	0.881	1.892e-01	-2.457	0.589	0.531	5.702e-01
SUZ12	-1.189	8.827e-01	0.101	0.601	0.532	5.710e-01
ZNF71	0.797	2.126e-01	-2.576	0.593	0.532	5.710e-01
ZNF781	-0.429	6.661e-01	2.665	0.549	0.535	5.789e-01
ETV4	0.101	4.600e-01	-0.370	0.582	0.535	5.789e-01
ZNF600	0.325	3.724e-01	0.162	0.567	0.536	5.813e-01
ZNF597	0.230	4.090e-01	0.312	0.566	0.537	5.829e-01
RUNX2	-0.467	6.796e-01	1.601	0.560	0.537	5.837e-01
DLX1	0.635	2.626e-01	-0.956	0.579	0.538	5.861e-01
ZNF92	-0.324	6.271e-01	2.316	0.547	0.539	5.877e-01
USF1	0.339	3.674e-01	-0.765	0.583	0.540	5.901e-01
EBF1	-0.020	5.081e-01	0.412	0.570	0.541	5.917e-01
DACOR1	-0.522	6.993e-01	5.066	0.540	0.542	5.940e-01
ZNF16	0.190	4.246e-01	0.359	0.565	0.543	5.964e-01
ZNF100	0.442	3.291e-01	-0.379	0.571	0.543	5.964e-01
RELB	-0.043	5.171e-01	0.867	0.562	0.544	5.972e-01
SP140	-0.129	5.514e-01	0.732	0.568	0.544	5.980e-01
CREB3L4	0.262	3.965e-01	0.115	0.567	0.545	6.004e-01
TBL1X	0.444	3.287e-01	-0.465	0.573	0.545	6.004e-01
ZBTB7B	0.811	2.086e-01	-2.384	0.586	0.546	6.019e-01
ZNF479	-0.123	5.489e-01	1.341	0.554	0.546	6.027e-01
ZNF140	-0.427	6.653e-01	1.644	0.557	0.546	6.035e-01
ZBED1	0.320	3.744e-01	-0.136	0.569	0.548	6.074e-01
TCF4	-2.129	9.834e-01	1.069	0.583	0.548	6.074e-01
ZNF384	-0.540	7.055e-01	1.289	0.564	0.549	6.082e-01
THAP11	0.766	2.219e-01	-2.096	0.584	0.550	6.114e-01
ZNF808	-0.622	7.331e-01	12.672	0.536	0.551	6.137e-01
POU2F2	0.239	4.055e-01	-0.331	0.574	0.551	6.145e-01
SRCAP	-0.495	6.898e-01	3.006	0.541	0.553	6.176e-01
DROSHA	0.262	3.968e-01	-1.619	0.596	0.553	6.184e-01
CTBP1	0.016	4.936e-01	0.450	0.565	0.554	6.192e-01
FANCD2	-0.551	7.093e-01	3.765	0.539	0.554	6.208e-01
HNF4G	-1.229	8.905e-01	1.138	0.573	0.555	6.223e-01
ZNF257	0.119	4.525e-01	0.379	0.563	0.555	6.223e-01
BACH2	0.108	4.570e-01	-0.114	0.572	0.556	6.239e-01
STAT4	-0.358	6.397e-01	0.810	0.568	0.556	6.239e-01
RFX2	0.789	2.150e-01	-2.522	0.585	0.556	6.239e-01
ING5	-0.026	5.103e-01	0.850	0.558	0.556	6.254e-01
DPPA2	-0.479	6.840e-01	2.647	0.542	0.556	6.254e-01
STAT5A	0.238	4.059e-01	-0.029	0.568	0.557	6.262e-01
ZNF101	0.019	4.925e-01	0.509	0.563	0.558	6.293e-01
HEXIM1	0.370	3.556e-01	-1.427	0.588	0.559	6.301e-01
PMEL	0.158	4.374e-01	-1.455	0.597	0.559	6.309e-01
HOXA9	-0.737	7.695e-01	1.447	0.563	0.559	6.309e-01
NFIC	-0.365	6.423e-01	0.126	0.578	0.559	6.316e-01
FOXP1	-0.588	7.219e-01	-0.541	0.600	0.559	6.316e-01
ZNF430	-0.044	5.174e-01	0.885	0.557	0.559	6.316e-01
BAHD1	-1.113	8.670e-01	3.779	0.550	0.560	6.324e-01
ZNF512	-0.636	7.375e-01	2.671	0.545	0.562	6.378e-01
TP63	-3.302	9.995e-01	1.048	0.582	0.563	6.386e-01
ZNF701	0.054	4.786e-01	0.477	0.561	0.563	6.386e-01
ZNF429	-0.316	6.239e-01	1.649	0.547	0.563	6.401e-01
NR5A2	-0.550	7.087e-01	1.069	0.565	0.565	6.440e-01
MGEA5	0.339	3.672e-01	-0.412	0.570	0.566	6.455e-01
ZNF485	-0.710	7.610e-01	4.676	0.532	0.567	6.478e-01
ZNF239	0.310	3.782e-01	-0.330	0.569	0.568	6.501e-01
GRHL2	-1.696	9.551e-01	1.490	0.569	0.568	6.509e-01
PLRG1	-0.358	6.399e-01	1.351	0.552	0.569	6.524e-01
ZFP2	0.416	3.386e-01	-0.820	0.575	0.569	6.532e-01
GATAD1	0.384	3.505e-01	-1.810	0.587	0.569	6.532e-01
ZNF823	-0.654	7.434e-01	3.346	0.534	0.569	6.532e-01
CHRM2	-0.365	6.425e-01	-0.815	0.598	0.570	6.555e-01
NFIL3	-0.213	5.843e-01	1.224	0.551	0.570	6.555e-01
NR3C1	-8.219	1.000e+00	-0.518	0.622	0.572	6.585e-01
KDM6B	-0.178	5.707e-01	-0.626	0.588	0.572	6.585e-01
KLF16	-0.201	5.797e-01	0.844	0.558	0.572	6.592e-01
MCM2	-0.631	7.361e-01	2.779	0.535	0.574	6.638e-01
ZNF490	-0.767	7.786e-01	6.122	0.530	0.574	6.638e-01
GLIS1	0.062	4.751e-01	0.003	0.567	0.575	6.645e-01
IRF5	-0.717	7.633e-01	3.601	0.532	0.575	6.653e-01
ZNF134	-0.052	5.205e-01	0.764	0.557	0.576	6.660e-01
ZNF264	0.449	3.266e-01	-0.841	0.572	0.578	6.721e-01
NFKB2	-0.032	5.128e-01	0.532	0.558	0.581	6.765e-01
RYBP	0.072	4.713e-01	-0.417	0.573	0.581	6.773e-01
ZNF519	0.245	4.031e-01	-0.316	0.567	0.581	6.780e-01
ZNF22	-0.803	7.890e-01	4.353	0.529	0.582	6.803e-01
FOS	-1.856	9.682e-01	-0.371	0.603	0.583	6.825e-01
RBL1	-0.003	5.013e-01	0.373	0.558	0.583	6.825e-01
ZNF292	-0.072	5.288e-01	0.704	0.556	0.584	6.840e-01
ZNF605	-0.303	6.190e-01	1.201	0.548	0.586	6.877e-01
NME2	-1.228	8.902e-01	4.797	0.533	0.587	6.891e-01
ZNF768	0.092	4.635e-01	0.068	0.562	0.587	6.906e-01
TCF7L2	-0.542	7.063e-01	-0.886	0.599	0.588	6.921e-01
STAT1	0.111	4.558e-01	-1.026	0.583	0.588	6.928e-01
ASXL1	0.653	2.570e-01	-2.524	0.580	0.588	6.928e-01
TTF2	-0.330	6.295e-01	-1.656	0.603	0.589	6.943e-01
REST	-7.696	1.000e+00	-0.193	0.602	0.592	6.994e-01
YAP1	-2.734	9.969e-01	-0.882	0.622	0.592	6.994e-01
ZNF793	-0.875	8.093e-01	2.220	0.544	0.592	7.001e-01
FOXA1	-17.319	1.000e+00	-0.166	0.601	0.596	7.088e-01
ZNF136	-0.901	8.163e-01	3.702	0.525	0.597	7.095e-01
NIPBL	-0.856	8.040e-01	-1.964	0.619	0.597	7.102e-01
PPARD	0.494	3.106e-01	-1.432	0.575	0.597	7.102e-01
SRF	-0.673	7.497e-01	-1.578	0.608	0.597	7.109e-01
ETV5	-0.137	5.546e-01	-0.234	0.571	0.600	7.166e-01
ZNF467	0.158	4.371e-01	-0.317	0.564	0.601	7.188e-01
FOSL1	-1.117	8.681e-01	-0.500	0.595	0.603	7.216e-01
ZNF680	-1.543	9.385e-01	2.087	0.551	0.603	7.223e-01
NFE2L1	-0.740	7.704e-01	1.240	0.554	0.603	7.223e-01
ZC3H8	0.123	4.510e-01	-1.182	0.579	0.606	7.272e-01
SMARCC2	0.374	3.543e-01	-0.788	0.567	0.608	7.307e-01
ZNF438	-0.026	5.103e-01	0.145	0.558	0.608	7.307e-01
MYOD1	-0.478	6.836e-01	0.858	0.554	0.608	7.321e-01
SMN1	-0.643	7.398e-01	1.689	0.535	0.610	7.356e-01
PTPN11	0.647	2.589e-01	-5.807	0.580	0.611	7.383e-01
GREB1	-0.946	8.279e-01	0.750	0.566	0.612	7.390e-01
ZNF317	-1.431	9.237e-01	2.584	0.535	0.613	7.411e-01
MBD4	-0.028	5.112e-01	0.125	0.558	0.614	7.425e-01
MBD3	-0.303	6.189e-01	-0.573	0.577	0.614	7.431e-01
BRD7	0.197	4.220e-01	-0.553	0.565	0.615	7.445e-01
AR	-19.123	1.000e+00	0.233	0.586	0.615	7.452e-01
ZNF138	-0.001	5.004e-01	-0.049	0.558	0.615	7.452e-01
ZNF273	0.274	3.922e-01	-0.763	0.568	0.615	7.452e-01
MAFG	-0.699	7.577e-01	1.457	0.542	0.615	7.459e-01
HLF	-1.011	8.439e-01	2.192	0.532	0.615	7.459e-01
CHD8	-0.741	7.706e-01	-0.566	0.587	0.616	7.465e-01
RFX5	0.233	4.077e-01	-2.710	0.586	0.617	7.486e-01
POLR2M	0.277	3.907e-01	-2.255	0.581	0.617	7.493e-01
ZNF610	0.682	2.477e-01	-2.857	0.574	0.618	7.499e-01
SMAD1	-1.486	9.314e-01	0.332	0.575	0.618	7.499e-01
MEF2A	-0.365	6.424e-01	-0.539	0.577	0.618	7.499e-01
FAIRE	-0.531	7.024e-01	-2.053	0.603	0.618	7.506e-01
GATAD2B	0.206	4.182e-01	-0.740	0.569	0.618	7.506e-01
HOTAIR	-1.938	9.737e-01	4.271	0.530	0.618	7.513e-01
CTCFL	-0.070	5.280e-01	-0.421	0.570	0.619	7.519e-01
ZNF343	0.520	3.016e-01	-2.566	0.575	0.621	7.566e-01
MEF2C	0.038	4.850e-01	-0.269	0.560	0.622	7.586e-01
ARID1A	-1.452	9.267e-01	0.686	0.568	0.624	7.613e-01
ZBTB1	0.436	3.316e-01	-1.353	0.570	0.624	7.613e-01
TERF1	-0.020	5.081e-01	-0.121	0.558	0.625	7.633e-01
ZNF189	0.465	3.210e-01	-2.179	0.574	0.627	7.665e-01
L3MBTL4	0.294	3.844e-01	-0.979	0.568	0.628	7.685e-01
PRKDC	-0.342	6.337e-01	-0.385	0.571	0.629	7.711e-01
ZNF486	-1.997	9.771e-01	6.638	0.509	0.631	7.743e-01
ZNF528	0.240	4.051e-01	-0.843	0.567	0.631	7.743e-01
MECP2	0.388	3.491e-01	-3.368	0.580	0.632	7.756e-01
EGLN2	0.045	4.819e-01	-0.389	0.560	0.632	7.756e-01
GRIP1	-0.550	7.089e-01	0.488	0.558	0.633	7.788e-01
ZNF750	-0.454	6.753e-01	0.846	0.543	0.634	7.807e-01
NR0B1	0.456	3.241e-01	-2.397	0.573	0.636	7.826e-01
MKL1	0.475	3.173e-01	-2.613	0.574	0.636	7.838e-01
ZNF17	-0.718	7.637e-01	1.370	0.532	0.636	7.838e-01
CHD7	-1.069	8.575e-01	-1.447	0.602	0.637	7.845e-01
ZNF788	-0.434	6.679e-01	0.529	0.551	0.639	7.882e-01
EP300	-7.292	1.000e+00	-1.348	0.616	0.639	7.888e-01
SND1	-0.364	6.422e-01	0.062	0.559	0.642	7.932e-01
ZNF133	-0.827	7.959e-01	1.518	0.528	0.642	7.938e-01
EPAS1	-0.196	5.776e-01	0.224	0.551	0.643	7.962e-01
SPDEF	0.201	4.205e-01	-1.349	0.571	0.644	7.968e-01
ZNF547	0.142	4.437e-01	-0.966	0.568	0.644	7.968e-01
NCAPG2	-0.569	7.153e-01	0.969	0.538	0.645	7.986e-01
ATF2	-1.103	8.650e-01	-1.003	0.595	0.646	7.999e-01
ASH2L	-0.373	6.454e-01	0.429	0.549	0.646	8.005e-01
ZNF554	-0.127	5.506e-01	0.001	0.554	0.647	8.023e-01
HIRA	-0.644	7.403e-01	0.020	0.565	0.647	8.023e-01
JMJD6	-0.561	7.128e-01	-1.667	0.593	0.649	8.052e-01
ETV6	-0.489	6.875e-01	0.207	0.558	0.650	8.064e-01
ZBTB42	-0.098	5.392e-01	-0.128	0.555	0.650	8.070e-01
ZNF623	0.140	4.444e-01	-0.920	0.565	0.652	8.111e-01
UHRF2	0.213	4.157e-01	-1.093	0.566	0.654	8.140e-01
RXRA	-0.639	7.385e-01	-0.672	0.577	0.655	8.146e-01
ZNF765	-0.662	7.461e-01	0.972	0.534	0.655	8.152e-01
ZNF169	-0.727	7.663e-01	1.126	0.532	0.655	8.152e-01
ZNF549	-0.538	7.045e-01	0.803	0.539	0.655	8.158e-01
GTF3C5	0.179	4.288e-01	-1.623	0.571	0.656	8.163e-01
TLX1	-0.241	5.954e-01	0.123	0.550	0.658	8.198e-01
E2F2	0.030	4.879e-01	-0.611	0.560	0.658	8.203e-01
ZNF324	0.400	3.446e-01	-3.225	0.572	0.659	8.214e-01
NFATC3	0.009	4.964e-01	-0.576	0.559	0.659	8.214e-01
FOXA2	-6.488	1.000e+00	-0.893	0.600	0.661	8.248e-01
SCRT2	-0.423	6.637e-01	0.270	0.548	0.661	8.248e-01
FOXO1	-1.204	8.857e-01	-0.082	0.570	0.663	8.281e-01
EED	-0.920	8.212e-01	0.364	0.558	0.664	8.298e-01
CHD4	0.204	4.193e-01	-1.214	0.564	0.666	8.320e-01
RUNX3	-0.257	6.015e-01	0.061	0.549	0.666	8.325e-01
JUND	-2.469	9.932e-01	-1.028	0.598	0.666	8.330e-01
CBX6	-0.014	5.054e-01	-1.301	0.570	0.667	8.341e-01
TBX21	-0.547	7.077e-01	-0.174	0.562	0.668	8.347e-01
SRC	-0.443	6.712e-01	-0.543	0.568	0.668	8.352e-01
GFI1B	-0.430	6.663e-01	-0.816	0.572	0.668	8.357e-01
KDM1B	-1.238	8.921e-01	1.482	0.513	0.669	8.373e-01
ZNF573	-0.424	6.642e-01	0.320	0.544	0.670	8.379e-01
ZNF534	-0.192	5.763e-01	-0.172	0.551	0.671	8.394e-01
KLF8	0.376	3.535e-01	-2.588	0.569	0.671	8.394e-01
EMX1	0.038	4.850e-01	-1.711	0.571	0.671	8.400e-01
GATA6	-4.724	1.000e+00	-0.137	0.577	0.673	8.420e-01
NKX2-1	-1.655	9.511e-01	0.371	0.563	0.673	8.426e-01
ZIM3	-1.575	9.424e-01	1.355	0.531	0.673	8.426e-01
ZNF586	-1.392	9.180e-01	1.535	0.508	0.674	8.436e-01
SOX4	-0.510	6.950e-01	0.083	0.553	0.675	8.462e-01
HNF1A	-1.609	9.462e-01	0.266	0.563	0.676	8.467e-01
GATA4	-5.350	1.000e+00	-0.619	0.588	0.676	8.467e-01
ZNF675	-0.778	7.817e-01	0.912	0.530	0.677	8.482e-01
ZNF488	-0.451	6.740e-01	0.076	0.550	0.678	8.502e-01
TERF2	-0.056	5.224e-01	-0.546	0.557	0.680	8.522e-01
GATA3	-9.186	1.000e+00	-0.125	0.576	0.680	8.527e-01
CEBPG	-1.445	9.258e-01	0.813	0.546	0.684	8.576e-01
ARID3A	-0.812	7.915e-01	0.443	0.548	0.684	8.576e-01
LMNB1	-0.725	7.657e-01	0.750	0.532	0.684	8.586e-01
NEUROG2	-1.332	9.086e-01	0.305	0.557	0.685	8.591e-01
ZNF391	0.328	3.715e-01	-4.408	0.570	0.685	8.591e-01
ZNF792	0.278	3.906e-01	-2.326	0.566	0.685	8.596e-01
MAFF	-1.092	8.627e-01	0.829	0.538	0.685	8.596e-01
FUS	-0.278	6.096e-01	-0.507	0.558	0.685	8.596e-01
ZNF618	-0.152	5.605e-01	-0.421	0.553	0.686	8.600e-01
DNMT3A	-0.138	5.548e-01	-1.666	0.572	0.689	8.648e-01
HHEX	-0.763	7.772e-01	0.521	0.540	0.692	8.685e-01
ZNF382	-1.429	9.235e-01	0.325	0.555	0.692	8.690e-01
ZFP69B	0.250	4.013e-01	-2.414	0.566	0.693	8.694e-01
ARRB1	-0.542	7.059e-01	0.149	0.546	0.693	8.703e-01
SCRT1	-0.697	7.573e-01	0.089	0.551	0.693	8.703e-01
ZNF26	-0.873	8.086e-01	0.832	0.526	0.694	8.713e-01
HJURP	0.040	4.840e-01	-1.199	0.560	0.696	8.735e-01
PRMT5	-0.179	5.712e-01	-0.466	0.552	0.697	8.744e-01
ZNF483	0.148	4.412e-01	-2.007	0.564	0.697	8.753e-01
MECOM	-0.330	6.292e-01	-0.223	0.547	0.698	8.766e-01
SPIB	-1.605	9.457e-01	0.382	0.554	0.699	8.775e-01
ZNF217	-0.731	7.677e-01	0.545	0.531	0.700	8.784e-01
CHAT	-1.971	9.757e-01	1.381	0.511	0.700	8.784e-01
EBNA2	-0.312	6.226e-01	-0.309	0.547	0.702	8.806e-01
SETX	0.232	4.081e-01	-2.957	0.566	0.704	8.836e-01
EBNA3	-0.482	6.852e-01	-0.006	0.541	0.706	8.857e-01
ZNF414	0.227	4.104e-01	-3.210	0.567	0.706	8.861e-01
ZNF574	0.263	3.962e-01	-4.927	0.567	0.707	8.869e-01
CAMTA2	-0.296	6.165e-01	-0.400	0.548	0.708	8.877e-01
BRD9	-0.427	6.652e-01	-0.666	0.559	0.709	8.886e-01
ZNF44	-0.096	5.382e-01	-0.803	0.555	0.710	8.898e-01
ZNF84	-0.676	7.504e-01	0.249	0.533	0.712	8.930e-01
EHF	-0.325	6.275e-01	-1.432	0.569	0.712	8.930e-01
XCL1	0.069	4.724e-01	-1.887	0.561	0.713	8.938e-01
ZNF682	0.042	4.832e-01	-2.064	0.562	0.716	8.970e-01
HIC1	-0.001	5.004e-01	-1.533	0.559	0.717	8.982e-01
ZSCAN23	0.195	4.227e-01	-2.913	0.564	0.718	8.990e-01
ZNF280D	0.110	4.562e-01	-2.280	0.562	0.718	8.990e-01
STAT3	-1.464	9.284e-01	-1.356	0.581	0.719	9.001e-01
SOX11	-1.645	9.500e-01	0.878	0.523	0.719	9.001e-01
ZNF501	0.174	4.308e-01	-3.367	0.565	0.719	9.005e-01
SOX2	-5.875	1.000e+00	-0.862	0.581	0.720	9.013e-01
CHD5	-0.694	7.560e-01	0.190	0.533	0.720	9.016e-01
FOXP2	-0.188	5.746e-01	-2.800	0.572	0.721	9.020e-01
BATF3	-0.684	7.531e-01	0.152	0.533	0.722	9.031e-01
LIN9	-0.520	6.984e-01	-0.139	0.540	0.723	9.039e-01
MLLT3	-0.048	5.192e-01	-1.185	0.557	0.723	9.039e-01
ZXDC	-0.457	6.762e-01	-0.347	0.543	0.727	9.083e-01
BCAT1	-0.476	6.831e-01	-0.480	0.549	0.727	9.087e-01
INSM2	0.062	4.751e-01	-2.842	0.564	0.729	9.105e-01
ZNF692	0.029	4.885e-01	-2.319	0.562	0.729	9.108e-01
ZNF335	-0.045	5.179e-01	-1.978	0.561	0.731	9.126e-01
AGO1	-0.487	6.869e-01	-0.934	0.561	0.732	9.136e-01
CBX5	-0.886	8.122e-01	-0.583	0.560	0.733	9.140e-01
H3F3B	-0.781	7.826e-01	0.208	0.529	0.734	9.150e-01
MYF5	-0.178	5.706e-01	-0.922	0.552	0.734	9.157e-01
NEUROD1	-2.284	9.888e-01	-0.662	0.571	0.735	9.160e-01
INTS3	-0.030	5.119e-01	-1.653	0.557	0.735	9.160e-01
SOX10	-0.904	8.170e-01	0.320	0.525	0.736	9.171e-01
CBX4	0.108	4.568e-01	-3.244	0.562	0.737	9.177e-01
C17orf49	0.062	4.754e-01	-3.339	0.563	0.739	9.204e-01
ZNF2	-0.350	6.368e-01	-0.913	0.555	0.740	9.207e-01
PBX3	-0.933	8.246e-01	-2.009	0.576	0.742	9.224e-01
ZKSCAN5	0.025	4.899e-01	-2.583	0.560	0.743	9.236e-01
ZNF641	-0.039	5.154e-01	-2.265	0.560	0.743	9.240e-01
