TR	statistic	pvalue	zscore	max_auc	re_rank	irwin_hall_pvalue
RYBP	-0.072	5.287e-01	-0.581	0.454	0.445	3.778e-01
CBX6	0.014	4.946e-01	-1.209	0.454	0.445	3.786e-01
TSC22D4	-0.699	7.576e-01	0.829	0.462	0.448	3.848e-01
LARP7	-0.540	7.055e-01	0.250	0.461	0.449	3.856e-01
XBP1	-0.365	6.426e-01	-2.438	0.473	0.449	3.856e-01
MBD4	0.028	4.886e-01	0.425	0.442	0.450	3.880e-01
ZNF707	-0.367	6.432e-01	0.758	0.450	0.453	3.951e-01
BACH2	-0.109	5.433e-01	-0.322	0.450	0.453	3.951e-01
TERC	-0.271	6.070e-01	2.131	0.440	0.453	3.951e-01
ZNF438	0.025	4.901e-01	0.346	0.442	0.453	3.951e-01
KLF4	-0.708	7.605e-01	-0.653	0.472	0.454	3.974e-01
ZNF780A	-0.123	5.490e-01	1.952	0.437	0.454	3.982e-01
GTF2I	-0.723	7.651e-01	0.424	0.463	0.455	3.990e-01
RARA	-0.869	8.076e-01	-2.351	0.497	0.456	4.014e-01
CRY1	-0.113	5.449e-01	1.798	0.437	0.456	4.014e-01
NCAPG	-0.364	6.419e-01	0.224	0.453	0.457	4.045e-01
LMO2	-0.707	7.603e-01	-0.285	0.467	0.459	4.077e-01
GPS2	0.159	4.369e-01	-1.353	0.447	0.459	4.077e-01
TERF2	0.056	4.777e-01	-0.338	0.443	0.459	4.093e-01
RBL1	0.004	4.985e-01	0.391	0.442	0.460	4.109e-01
ZNF518A	0.228	4.097e-01	-2.067	0.449	0.460	4.109e-01
JMJD1C	-0.407	6.581e-01	-0.276	0.457	0.462	4.140e-01
CBX8	-0.405	6.572e-01	-3.339	0.476	0.463	4.180e-01
EMX1	-0.037	5.149e-01	-1.865	0.454	0.464	4.204e-01
IRF1	-0.425	6.644e-01	-1.046	0.462	0.467	4.268e-01
TERF1	0.020	4.919e-01	-0.051	0.442	0.469	4.300e-01
HOXA2	0.127	4.496e-01	-1.614	0.446	0.471	4.340e-01
USF1	-0.339	6.326e-01	-3.043	0.469	0.471	4.348e-01
DROSHA	-0.264	6.040e-01	-2.966	0.466	0.472	4.380e-01
BCL6	-0.809	7.908e-01	-0.990	0.472	0.473	4.388e-01
ZNF138	0.001	4.997e-01	-0.045	0.442	0.474	4.412e-01
SOX13	-0.174	5.691e-01	-0.075	0.445	0.475	4.428e-01
MBOAT4	0.159	4.367e-01	-2.401	0.447	0.476	4.460e-01
MLLT3	0.048	4.808e-01	-0.854	0.443	0.477	4.476e-01
ZNF202	-0.429	6.662e-01	-0.436	0.454	0.478	4.508e-01
ZNF394	0.113	4.551e-01	-1.692	0.445	0.479	4.532e-01
OVOL3	0.061	4.756e-01	-2.542	0.450	0.479	4.532e-01
ZFP64	-0.520	6.986e-01	-0.312	0.455	0.480	4.549e-01
ZNF335	0.044	4.825e-01	-1.672	0.447	0.480	4.549e-01
POLR2AphosphoS5	-0.250	5.986e-01	-0.941	0.452	0.482	4.589e-01
SIX4	-0.103	5.411e-01	0.698	0.438	0.482	4.597e-01
CCND2	0.083	4.668e-01	-1.649	0.445	0.483	4.621e-01
KDM5B	-0.629	7.352e-01	-2.380	0.470	0.485	4.653e-01
PAX5	-0.703	7.591e-01	-0.537	0.462	0.485	4.669e-01
ZNF701	-0.054	5.214e-01	0.143	0.439	0.486	4.694e-01
RFX5	-0.234	5.925e-01	-4.237	0.465	0.488	4.726e-01
ZNF8	-0.451	6.739e-01	-0.885	0.455	0.490	4.766e-01
POLR2M	-0.277	6.092e-01	-3.883	0.465	0.490	4.782e-01
INTS3	0.030	4.881e-01	-1.203	0.443	0.491	4.807e-01
TFAP2C	-0.574	7.170e-01	0.422	0.448	0.492	4.831e-01
NFATC3	-0.008	5.034e-01	-0.639	0.441	0.492	4.831e-01
ZNF641	0.036	4.858e-01	-1.995	0.445	0.495	4.888e-01
MEF2C	-0.038	5.152e-01	-0.402	0.440	0.495	4.888e-01
SMARCA5	-0.512	6.958e-01	-0.906	0.455	0.496	4.912e-01
PSIP1	-0.338	6.322e-01	-0.821	0.449	0.496	4.920e-01
ZNF580	0.096	4.617e-01	-2.918	0.447	0.497	4.936e-01
ZNF786	0.053	4.789e-01	-2.047	0.443	0.498	4.952e-01
ZNF207	-0.381	6.483e-01	0.387	0.443	0.498	4.960e-01
RFX1	-0.561	7.126e-01	-1.332	0.458	0.499	4.976e-01
ZFP37	0.119	4.528e-01	-2.693	0.445	0.500	4.993e-01
MTA2	-0.623	7.332e-01	-0.486	0.454	0.502	5.041e-01
E2F2	-0.031	5.122e-01	-0.783	0.440	0.502	5.049e-01
DNMT1	-0.495	6.896e-01	-2.000	0.459	0.503	5.057e-01
MYB	-0.804	7.892e-01	-0.680	0.460	0.503	5.074e-01
ZNF547	-0.142	5.566e-01	-1.853	0.447	0.504	5.090e-01
ZNF674	0.028	4.888e-01	-1.810	0.442	0.504	5.098e-01
HIC1	0.001	4.998e-01	-1.527	0.442	0.506	5.130e-01
POU2F2	-0.239	5.945e-01	-0.982	0.446	0.507	5.146e-01
ZNF354C	-0.200	5.793e-01	0.710	0.435	0.507	5.154e-01
PRDM11	-0.361	6.409e-01	-3.991	0.462	0.507	5.162e-01
ZNF346	0.128	4.489e-01	-3.968	0.447	0.507	5.162e-01
NFE2	-0.842	8.002e-01	-2.259	0.469	0.508	5.187e-01
PBX1	-0.178	5.707e-01	-0.482	0.441	0.509	5.195e-01
ZNF768	-0.094	5.373e-01	-0.428	0.438	0.509	5.203e-01
GATAD2B	-0.206	5.817e-01	-1.947	0.448	0.509	5.211e-01
EGLN2	-0.045	5.181e-01	-0.848	0.440	0.510	5.227e-01
ZNF350	0.023	4.909e-01	-2.060	0.442	0.512	5.276e-01
CDCA2	-0.298	6.170e-01	1.300	0.432	0.512	5.276e-01
SMARCB1	-0.605	7.275e-01	-2.652	0.463	0.513	5.284e-01
ZNF16	-0.194	5.770e-01	-0.394	0.438	0.518	5.397e-01
SPDEF	-0.202	5.800e-01	-2.425	0.447	0.519	5.421e-01
C11orf30	-0.300	6.178e-01	0.105	0.439	0.519	5.421e-01
ZNF695	0.038	4.848e-01	-2.898	0.443	0.519	5.429e-01
STAT5A	-0.237	5.935e-01	-0.731	0.441	0.519	5.437e-01
ZNF257	-0.120	5.477e-01	-0.579	0.437	0.520	5.453e-01
HJURP	-0.042	5.166e-01	-1.494	0.440	0.521	5.469e-01
ZNF692	-0.029	5.116e-01	-2.560	0.443	0.523	5.509e-01
DDX20	-0.472	6.817e-01	-0.399	0.444	0.523	5.517e-01
APOBEC3B	-0.181	5.720e-01	-0.137	0.435	0.523	5.517e-01
BACH1	-0.480	6.842e-01	-1.737	0.451	0.524	5.533e-01
ZNF682	-0.043	5.170e-01	-2.449	0.443	0.524	5.533e-01
GATA1	-1.173	8.795e-01	1.286	0.449	0.524	5.541e-01
HEXIM1	-0.370	6.443e-01	-3.145	0.454	0.525	5.565e-01
ZNF284	-0.399	6.550e-01	1.633	0.428	0.526	5.573e-01
LEF1	-1.194	8.838e-01	-6.003	0.506	0.526	5.582e-01
BANP	-0.461	6.775e-01	-0.525	0.444	0.526	5.590e-01
CTBP2	-0.646	7.410e-01	-3.924	0.466	0.527	5.598e-01
ZBTB17	-0.510	6.951e-01	-1.902	0.452	0.527	5.606e-01
NR4A1	-0.753	7.744e-01	-1.544	0.456	0.531	5.686e-01
GTF3C5	-0.178	5.705e-01	-2.829	0.446	0.532	5.718e-01
NR2F6	-0.528	7.013e-01	0.942	0.436	0.533	5.742e-01
ZNF320	-0.567	7.146e-01	0.900	0.436	0.534	5.758e-01
PTTG1	-0.421	6.630e-01	0.843	0.432	0.536	5.813e-01
MYBL2	-0.171	5.679e-01	-0.711	0.436	0.536	5.813e-01
SIRT1	-1.132	8.713e-01	0.998	0.447	0.537	5.821e-01
NONO	-0.365	6.423e-01	0.182	0.435	0.537	5.821e-01
IRF9	-0.401	6.558e-01	0.336	0.435	0.538	5.845e-01
INSM2	-0.063	5.251e-01	-3.436	0.444	0.538	5.861e-01
NFIA	-0.632	7.362e-01	-0.372	0.444	0.539	5.877e-01
ZNF623	-0.142	5.563e-01	-2.330	0.441	0.539	5.877e-01
CHD4	-0.203	5.803e-01	-1.810	0.441	0.540	5.885e-01
ZNF304	-0.341	6.333e-01	0.622	0.430	0.540	5.893e-01
STAT5	-0.776	7.813e-01	-1.717	0.454	0.542	5.940e-01
KDM4A	-0.475	6.827e-01	-0.470	0.441	0.542	5.940e-01
ZKSCAN5	-0.025	5.101e-01	-2.895	0.440	0.542	5.948e-01
ZBTB16	-0.373	6.454e-01	-0.513	0.439	0.543	5.956e-01
ZNF597	-0.231	5.912e-01	-0.411	0.434	0.543	5.964e-01
GATAD1	-0.384	6.493e-01	-3.595	0.452	0.543	5.964e-01
ZNF28	-0.336	6.317e-01	0.269	0.430	0.545	6.011e-01
XCL1	-0.069	5.276e-01	-2.433	0.439	0.546	6.019e-01
USP49	-0.316	6.241e-01	0.187	0.431	0.546	6.027e-01
C17orf49	-0.063	5.250e-01	-3.822	0.443	0.547	6.043e-01
ZNF467	-0.158	5.629e-01	-1.320	0.436	0.547	6.051e-01
KLF15	-1.355	9.123e-01	-6.216	0.499	0.547	6.059e-01
GLYR1	0.022	4.911e-01	-4.277	0.442	0.548	6.067e-01
H2AZ	-1.464	9.284e-01	-6.107	0.505	0.549	6.082e-01
ZBED1	-0.321	6.261e-01	-0.940	0.437	0.552	6.161e-01
AFF1	-1.260	8.962e-01	-2.733	0.470	0.553	6.169e-01
SIRT6	-0.288	6.135e-01	-0.322	0.432	0.553	6.169e-01
NOTCH1	-1.393	9.182e-01	-5.010	0.488	0.555	6.223e-01
IKZF1	-1.197	8.844e-01	-0.662	0.453	0.562	6.371e-01
ZFP57	-0.672	7.494e-01	1.490	0.427	0.565	6.440e-01
KDM2B	-2.571	9.949e-01	-3.380	0.493	0.565	6.448e-01
PBX2	-0.748	7.728e-01	-2.436	0.450	0.566	6.455e-01
PRDM12	-0.517	6.973e-01	1.141	0.425	0.566	6.455e-01
ZXDB	-0.067	5.266e-01	-4.244	0.440	0.566	6.463e-01
BRD7	-0.196	5.776e-01	-1.873	0.435	0.567	6.471e-01
ZNF280D	-0.110	5.439e-01	-3.540	0.439	0.567	6.471e-01
ZNF770	-0.364	6.423e-01	-0.288	0.429	0.567	6.471e-01
ZNF48	-0.390	6.518e-01	-0.055	0.429	0.569	6.524e-01
CREB3L4	-0.262	6.035e-01	-1.238	0.433	0.570	6.539e-01
AEBP2	-0.395	6.537e-01	-0.842	0.434	0.571	6.562e-01
ZNF239	-0.311	6.222e-01	-1.947	0.437	0.571	6.562e-01
RBPJ	-1.095	8.633e-01	-2.959	0.461	0.573	6.600e-01
ZNF519	-0.245	5.969e-01	-1.653	0.433	0.574	6.630e-01
ZNF483	-0.145	5.578e-01	-2.937	0.436	0.576	6.660e-01
IKZF2	-0.420	6.629e-01	-0.895	0.434	0.577	6.691e-01
RUNX1	-3.175	9.993e-01	-1.743	0.474	0.578	6.706e-01
ZNF611	-0.320	6.256e-01	-0.959	0.431	0.578	6.706e-01
SSRP1	-1.084	8.608e-01	-0.898	0.448	0.578	6.721e-01
UHRF2	-0.212	5.841e-01	-2.428	0.434	0.579	6.736e-01
MECP2	-0.386	6.504e-01	-5.965	0.450	0.579	6.743e-01
NFKB1	-0.583	7.199e-01	-0.955	0.437	0.583	6.810e-01
TEAD2	-0.440	6.700e-01	-0.793	0.432	0.583	6.810e-01
ZNF600	-0.326	6.277e-01	-1.849	0.434	0.583	6.818e-01
KDM6A	-0.350	6.369e-01	-0.922	0.430	0.583	6.825e-01
MTA3	-0.792	7.859e-01	-2.927	0.450	0.584	6.832e-01
TRIM24	-1.268	8.977e-01	-2.341	0.458	0.585	6.847e-01
KLF5	-1.576	9.424e-01	-3.947	0.472	0.585	6.855e-01
CBX4	-0.110	5.437e-01	-4.376	0.438	0.585	6.855e-01
SF1	-0.492	6.886e-01	0.202	0.425	0.586	6.877e-01
PKNOX1	-0.506	6.935e-01	-0.511	0.431	0.587	6.891e-01
HES1	-0.616	7.312e-01	-1.407	0.439	0.587	6.899e-01
ZNF501	-0.174	5.691e-01	-5.118	0.440	0.590	6.957e-01
RB1	-1.005	8.426e-01	-7.321	0.468	0.590	6.965e-01
ERG	-2.136	9.837e-01	-4.904	0.486	0.591	6.972e-01
PTRF	-0.662	7.459e-01	0.338	0.428	0.591	6.972e-01
PYGO2	-0.565	7.139e-01	-0.631	0.431	0.595	7.052e-01
SP4	-0.912	8.192e-01	-4.486	0.456	0.596	7.088e-01
BCLAF1	-0.710	7.612e-01	-2.942	0.445	0.597	7.102e-01
ZNF468	-0.348	6.362e-01	-1.763	0.430	0.598	7.117e-01
EZH1	-1.050	8.532e-01	-3.049	0.453	0.599	7.138e-01
ZNF273	-0.271	6.070e-01	-2.648	0.432	0.600	7.152e-01
RXRG	-1.130	8.708e-01	-2.375	0.450	0.602	7.202e-01
MED12	-0.560	7.123e-01	-1.970	0.436	0.602	7.209e-01
ZNF175	-0.852	8.029e-01	-0.794	0.438	0.603	7.223e-01
ZFP41	-0.654	7.436e-01	-0.573	0.431	0.604	7.244e-01
BHLHE40	-0.744	7.717e-01	-4.706	0.449	0.605	7.265e-01
LRWD1	-0.725	7.657e-01	1.142	0.417	0.605	7.265e-01
SKI	-0.412	6.598e-01	-1.341	0.428	0.606	7.272e-01
MBD2	-2.284	9.888e-01	-4.370	0.474	0.606	7.286e-01
ZSCAN23	-0.198	5.785e-01	-5.106	0.436	0.607	7.293e-01
CHAMP1	-0.452	6.745e-01	-2.110	0.434	0.607	7.293e-01
ZNF414	-0.227	5.897e-01	-5.881	0.439	0.608	7.307e-01
TBL1XR1	-0.647	7.410e-01	-2.666	0.440	0.609	7.328e-01
MGEA5	-0.340	6.330e-01	-2.437	0.430	0.609	7.328e-01
ZFP69B	-0.250	5.988e-01	-4.704	0.437	0.609	7.328e-01
SMARCC2	-0.376	6.464e-01	-2.618	0.433	0.609	7.335e-01
MED1	-3.503	9.998e-01	-6.679	0.497	0.609	7.342e-01
BRD4	-4.565	1.000e+00	-7.816	0.509	0.611	7.370e-01
EGR3	-0.499	6.910e-01	-0.672	0.425	0.611	7.377e-01
ZFP2	-0.417	6.617e-01	-4.006	0.439	0.611	7.383e-01
ZEB2	-0.741	7.706e-01	-3.717	0.444	0.614	7.431e-01
ZNF264	-0.450	6.737e-01	-4.858	0.441	0.614	7.431e-01
CBX1	-0.881	8.109e-01	-7.288	0.458	0.615	7.452e-01
HDAC2	-1.908	9.718e-01	-5.697	0.473	0.616	7.472e-01
MEF2D	-0.549	7.084e-01	-1.464	0.429	0.618	7.499e-01
TET3	-1.038	8.503e-01	-4.358	0.452	0.618	7.499e-01
ZNF792	-0.278	6.097e-01	-4.779	0.436	0.618	7.513e-01
ZBTB6	-0.626	7.345e-01	-2.464	0.436	0.619	7.526e-01
ZNF100	-0.446	6.723e-01	-2.764	0.433	0.620	7.546e-01
ZNF274	-1.121	8.688e-01	1.457	0.423	0.622	7.573e-01
TARDBP	-0.872	8.085e-01	-2.870	0.443	0.622	7.586e-01
ZNF287	-0.747	7.725e-01	0.529	0.417	0.624	7.626e-01
ZNF146	-0.591	7.226e-01	-1.881	0.431	0.625	7.639e-01
GRHL1	-0.451	6.740e-01	-2.183	0.427	0.629	7.711e-01
ZNF324	-0.401	6.559e-01	-7.690	0.443	0.629	7.711e-01
ZNF528	-0.241	5.951e-01	-5.385	0.433	0.629	7.717e-01
ZBTB26	-0.639	7.387e-01	-7.460	0.447	0.631	7.743e-01
POLR3A	-0.759	7.761e-01	-2.463	0.437	0.631	7.743e-01
L3MBTL4	-0.295	6.158e-01	-4.483	0.432	0.631	7.743e-01
SETX	-0.233	5.920e-01	-5.839	0.433	0.633	7.775e-01
MYNN	-0.627	7.347e-01	-4.336	0.440	0.634	7.794e-01
NCOR2	-0.671	7.489e-01	-1.284	0.428	0.634	7.794e-01
MAX	-1.803	9.643e-01	-5.691	0.467	0.634	7.807e-01
E2F8	-0.399	6.552e-01	-2.979	0.428	0.634	7.807e-01
ZFX	-2.535	9.944e-01	-7.786	0.480	0.636	7.838e-01
ZKSCAN1	-0.818	7.934e-01	-2.997	0.440	0.637	7.845e-01
BCOR	-1.130	8.707e-01	-3.239	0.445	0.638	7.863e-01
LMO1	-0.545	7.072e-01	-1.567	0.424	0.638	7.863e-01
GLI2	-1.800	9.640e-01	-7.123	0.470	0.638	7.870e-01
WDHD1	-0.567	7.147e-01	-2.739	0.432	0.638	7.870e-01
ZEB1	-0.852	8.029e-01	-5.552	0.446	0.640	7.901e-01
CHD2	-0.908	8.180e-01	-12.140	0.459	0.640	7.907e-01
ZMIZ1	-0.567	7.146e-01	-4.247	0.436	0.642	7.938e-01
MBD1	-0.660	7.454e-01	-3.250	0.434	0.648	8.046e-01
ZNF143	-2.540	9.945e-01	-10.660	0.481	0.649	8.058e-01
ZNF391	-0.330	6.295e-01	-8.608	0.438	0.649	8.058e-01
TBL1X	-0.444	6.713e-01	-3.545	0.427	0.650	8.070e-01
SP1	-2.926	9.983e-01	-7.019	0.473	0.651	8.094e-01
SCML2	-0.672	7.492e-01	-3.503	0.433	0.655	8.152e-01
RAD51	-0.994	8.398e-01	-3.124	0.439	0.655	8.158e-01
KLF8	-0.377	6.470e-01	-6.625	0.434	0.656	8.175e-01
BCL3	-3.396	9.997e-01	-5.988	0.469	0.657	8.192e-01
ETV7	-0.485	6.861e-01	-3.278	0.426	0.657	8.192e-01
ZNF837	-0.742	7.709e-01	-2.770	0.430	0.659	8.214e-01
ZBTB1	-0.437	6.691e-01	-5.709	0.432	0.659	8.220e-01
KLF11	-0.792	7.858e-01	-4.009	0.435	0.665	8.314e-01
ZNF263	-1.475	9.300e-01	-3.855	0.447	0.666	8.325e-01
ZNF24	-1.003	8.421e-01	-4.790	0.442	0.666	8.330e-01
POU2F1	-0.809	7.908e-01	-0.519	0.414	0.667	8.336e-01
MYH11	-1.835	9.668e-01	-6.994	0.461	0.669	8.363e-01
HSF1	-1.757	9.605e-01	-8.451	0.464	0.670	8.384e-01
RUNX1T1	-1.313	9.054e-01	-1.575	0.435	0.670	8.384e-01
ZNF574	-0.265	6.045e-01	-9.791	0.433	0.670	8.389e-01
E2F5	-0.621	7.327e-01	-4.292	0.429	0.670	8.389e-01
FOXG1	-0.514	6.965e-01	-3.908	0.425	0.671	8.400e-01
ZNF18	-0.840	7.994e-01	-8.388	0.445	0.672	8.405e-01
TRIM25	-1.636	9.491e-01	-2.646	0.443	0.675	8.452e-01
ZNF436	-0.895	8.146e-01	-0.455	0.411	0.678	8.492e-01
LANA	-0.980	8.365e-01	-9.113	0.447	0.678	8.502e-01
ZNF341	-0.761	7.766e-01	-3.653	0.429	0.678	8.502e-01
ZMYM3	-2.311	9.896e-01	-2.354	0.445	0.679	8.512e-01
CDK8	-1.873	9.694e-01	-6.806	0.457	0.682	8.547e-01
MYC	-9.354	1.000e+00	-26.661	0.493	0.684	8.581e-01
ETV1	-0.908	8.181e-01	-9.008	0.444	0.684	8.586e-01
ZMYND8	-1.226	8.898e-01	-4.025	0.440	0.686	8.605e-01
ZBTB8A	-0.656	7.442e-01	-4.426	0.427	0.686	8.605e-01
GTF2F1	-0.976	8.354e-01	-15.315	0.450	0.686	8.610e-01
ZNF260	-0.622	7.330e-01	-3.572	0.421	0.688	8.634e-01
NR0B1	-0.458	6.765e-01	-6.483	0.427	0.689	8.643e-01
USF2	-1.644	9.499e-01	-6.343	0.451	0.689	8.648e-01
CD74	-1.179	8.808e-01	-2.033	0.429	0.689	8.653e-01
MEN1	-0.842	8.000e-01	-3.234	0.427	0.690	8.657e-01
ETS2	-1.245	8.935e-01	-5.427	0.442	0.692	8.680e-01
NCOR1	-1.220	8.888e-01	-7.590	0.446	0.692	8.685e-01
PPARGC1A	-0.613	7.301e-01	-3.974	0.422	0.692	8.685e-01
TAZ	-0.675	7.501e-01	-2.993	0.419	0.693	8.699e-01
ZNF441	-0.594	7.239e-01	-4.413	0.422	0.694	8.713e-01
PPARD	-0.494	6.895e-01	-6.104	0.425	0.695	8.717e-01
POLR2H	-0.772	7.799e-01	-3.800	0.425	0.696	8.731e-01
YY1	-5.065	1.000e+00	-20.494	0.479	0.697	8.753e-01
BRCA1	-1.772	9.618e-01	-17.122	0.465	0.700	8.784e-01
ADNP	-0.829	7.963e-01	-3.186	0.424	0.700	8.784e-01
POLR2A	-35.877	1.000e+00	-55.807	0.492	0.700	8.788e-01
ORC2	-0.595	7.242e-01	-4.897	0.422	0.700	8.788e-01
TRAF7	-1.170	8.790e-01	-5.236	0.438	0.701	8.797e-01
CBFB	-2.658	9.961e-01	-7.778	0.459	0.701	8.801e-01
MKL1	-0.479	6.840e-01	-7.292	0.426	0.702	8.806e-01
MORC2	-1.506	9.340e-01	-6.555	0.447	0.702	8.810e-01
L3MBTL2	-0.829	7.964e-01	-3.313	0.424	0.702	8.814e-01
ZBTB40	-1.367	9.141e-01	-4.850	0.440	0.704	8.831e-01
NELFE	-4.963	1.000e+00	-34.211	0.486	0.704	8.836e-01
ZNF610	-0.682	7.524e-01	-8.460	0.434	0.706	8.857e-01
STAT5B	-1.871	9.694e-01	-2.591	0.438	0.706	8.861e-01
CDK12	-0.652	7.427e-01	-4.651	0.420	0.709	8.890e-01
ZNF189	-0.465	6.790e-01	-8.864	0.426	0.709	8.894e-01
MIER1	-0.810	7.909e-01	-4.143	0.424	0.710	8.898e-01
ZNF318	-1.103	8.650e-01	-2.671	0.425	0.710	8.906e-01
ING2	-0.608	7.284e-01	-5.726	0.422	0.711	8.914e-01
ZNF282	-1.008	8.433e-01	-2.623	0.421	0.712	8.926e-01
ZNF423	-0.867	8.071e-01	-4.277	0.424	0.716	8.970e-01
ZNF343	-0.521	6.988e-01	-7.945	0.425	0.717	8.982e-01
E2F6	-2.019	9.783e-01	-7.910	0.451	0.718	8.990e-01
SON	-0.985	8.376e-01	-1.848	0.407	0.719	8.997e-01
AFF4	-3.896	1.000e+00	-35.021	0.476	0.719	9.005e-01
KLF17	-0.806	7.899e-01	-5.309	0.424	0.720	9.016e-01
CDK7	-1.751	9.600e-01	-6.866	0.446	0.723	9.039e-01
ZNF71	-0.797	7.874e-01	-12.936	0.436	0.723	9.043e-01
CNOT3	-1.262	8.965e-01	-1.115	0.413	0.723	9.046e-01
BRD3	-1.914	9.722e-01	-18.223	0.458	0.726	9.072e-01
MAZ	-1.586	9.436e-01	-6.563	0.442	0.727	9.079e-01
ZNF644	-0.871	8.081e-01	-5.644	0.425	0.727	9.083e-01
WHSC1	-0.938	8.259e-01	-3.742	0.420	0.727	9.083e-01
DLX1	-0.636	7.375e-01	-6.549	0.421	0.727	9.087e-01
CCDC101	-0.814	7.923e-01	-9.713	0.432	0.732	9.133e-01
CREB1	-3.274	9.995e-01	-14.940	0.460	0.734	9.150e-01
NFATC1	-1.612	9.466e-01	-9.908	0.446	0.734	9.154e-01
GTF2A2	-0.904	8.171e-01	-3.094	0.410	0.734	9.154e-01
ZNF589	-0.906	8.176e-01	-5.695	0.424	0.735	9.160e-01
SOX9	-0.977	8.357e-01	-10.957	0.436	0.735	9.160e-01
FOXJ2	-0.839	7.994e-01	-5.910	0.423	0.735	9.167e-01
WDR5	-1.941	9.739e-01	-7.508	0.445	0.737	9.177e-01
ZNF121	-1.258	8.958e-01	-4.744	0.429	0.737	9.177e-01
ZNF197	-0.830	7.968e-01	-6.474	0.424	0.738	9.191e-01
MCM7	-1.487	9.315e-01	-2.701	0.424	0.741	9.220e-01
ZBTB7A	-3.769	9.999e-01	-8.731	0.452	0.743	9.240e-01
GLI4	-0.824	7.950e-01	-8.119	0.426	0.743	9.240e-01
ZTA	-1.667	9.522e-01	-0.446	0.405	0.744	9.246e-01
ZNF584	-0.939	8.261e-01	-5.886	0.423	0.744	9.249e-01
BARX1	-0.707	7.601e-01	-7.017	0.418	0.745	9.252e-01
EGR2	-1.521	9.359e-01	-3.647	0.428	0.746	9.259e-01
DIDO1	-0.848	8.018e-01	-6.864	0.422	0.749	9.287e-01
XRN2	-2.836	9.977e-01	-25.713	0.460	0.751	9.302e-01
NCOA1	-1.005	8.426e-01	-5.954	0.423	0.751	9.302e-01
TAF7	-1.662	9.517e-01	-13.220	0.445	0.752	9.314e-01
ZNF76	-1.386	9.171e-01	-10.471	0.439	0.753	9.323e-01
CD59	-0.962	8.320e-01	-4.099	0.408	0.755	9.335e-01
ZSCAN29	-0.953	8.297e-01	-6.390	0.422	0.755	9.335e-01
EGR1	-2.131	9.835e-01	-11.638	0.447	0.755	9.337e-01
PRDM2	-0.935	8.252e-01	-6.143	0.420	0.756	9.343e-01
DPF1	-1.129	8.705e-01	-7.365	0.428	0.756	9.349e-01
PML	-2.002	9.773e-01	-4.515	0.435	0.757	9.352e-01
FOXK1	-1.558	9.404e-01	-2.448	0.417	0.758	9.360e-01
GLIS2	-1.091	8.625e-01	-4.758	0.416	0.758	9.366e-01
NBN	-1.616	9.469e-01	-5.210	0.431	0.761	9.383e-01
HOXA4	-0.696	7.568e-01	-10.045	0.419	0.761	9.389e-01
RARG	-1.414	9.214e-01	-3.339	0.419	0.762	9.391e-01
PCGF1	-1.461	9.281e-01	-5.330	0.428	0.762	9.394e-01
E2F3	-0.708	7.606e-01	-9.698	0.418	0.763	9.402e-01
ASXL1	-0.653	7.432e-01	-12.595	0.420	0.763	9.402e-01
ZNF83	-1.096	8.635e-01	-10.524	0.429	0.767	9.429e-01
MCM3	-1.119	8.684e-01	-5.234	0.416	0.767	9.429e-01
RAC3	-1.070	8.577e-01	-3.946	0.403	0.767	9.429e-01
TRRAP	-0.950	8.289e-01	-9.670	0.425	0.767	9.434e-01
HDAC1	-3.649	9.999e-01	-14.525	0.450	0.769	9.445e-01
ZBTB33	-3.768	9.999e-01	-18.454	0.453	0.769	9.447e-01
PHIP	-1.722	9.574e-01	-7.000	0.435	0.771	9.460e-01
MXI1	-1.614	9.468e-01	-15.324	0.442	0.772	9.465e-01
SETD1A	-1.097	8.636e-01	-9.252	0.426	0.772	9.465e-01
PATZ1	-1.311	9.050e-01	-7.796	0.430	0.772	9.468e-01
IRF3	-1.147	8.743e-01	-13.463	0.432	0.774	9.483e-01
KDM5C	-1.663	9.519e-01	-11.170	0.439	0.775	9.485e-01
PRAME	-0.787	7.845e-01	-9.570	0.415	0.775	9.488e-01
PTPN11	-0.647	7.411e-01	-17.153	0.420	0.776	9.493e-01
GTF3C2	-1.147	8.743e-01	-7.170	0.422	0.779	9.512e-01
ZNF445	-1.612	9.465e-01	-1.088	0.376	0.779	9.517e-01
CDK9	-3.638	9.999e-01	-10.261	0.444	0.780	9.519e-01
KLF7	-0.897	8.151e-01	-12.577	0.423	0.780	9.521e-01
HDGF	-2.109	9.825e-01	-5.145	0.430	0.780	9.524e-01
MLLT1	-2.340	9.904e-01	-6.490	0.436	0.781	9.526e-01
ZBTB14	-1.035	8.497e-01	-5.576	0.404	0.781	9.526e-01
BPTF	-0.779	7.821e-01	-11.641	0.415	0.782	9.531e-01
SIN3A	-3.009	9.987e-01	-22.682	0.450	0.782	9.533e-01
NFYB	-1.294	9.022e-01	-7.754	0.426	0.782	9.533e-01
INTS12	-0.812	7.917e-01	-9.246	0.414	0.782	9.533e-01
MYCN	-2.555	9.947e-01	-13.694	0.444	0.783	9.538e-01
KMT2A	-2.371	9.911e-01	-4.992	0.431	0.783	9.538e-01
HLTF	-1.136	8.720e-01	-6.608	0.417	0.783	9.540e-01
BRD2	-2.931	9.983e-01	-26.302	0.451	0.784	9.547e-01
EP400	-0.880	8.107e-01	-8.079	0.411	0.784	9.549e-01
THAP11	-0.765	7.778e-01	-13.563	0.416	0.785	9.553e-01
