TR	statistic	pvalue	zscore	max_auc	re_rank	irwin_hall_pvalue
ZSCAN22	1.718	4.294e-02	-2.544	0.659	0.438	3.623e-01
MBD4	0.176	4.302e-01	1.206	0.613	0.438	3.631e-01
CDCA2	0.040	4.841e-01	1.872	0.606	0.439	3.646e-01
DEAF1	1.292	9.823e-02	-3.582	0.675	0.439	3.654e-01
WHSC1	0.598	2.751e-01	0.303	0.626	0.440	3.662e-01
STAT5A	0.489	3.123e-01	0.343	0.627	0.440	3.669e-01
ING2	0.423	3.361e-01	0.515	0.626	0.440	3.669e-01
ZNF146	0.238	4.060e-01	0.833	0.621	0.440	3.677e-01
HOXA1	1.083	1.394e-01	-1.298	0.662	0.441	3.693e-01
CHRM2	-0.095	5.378e-01	-0.299	0.670	0.442	3.708e-01
ZNF711	1.175	1.200e-01	-1.981	0.668	0.442	3.708e-01
GATAD1	0.769	2.211e-01	-0.916	0.660	0.445	3.770e-01
SMARCC2	0.685	2.465e-01	-0.028	0.629	0.445	3.778e-01
AFF1	0.357	3.605e-01	-0.629	0.666	0.445	3.778e-01
ZNF202	-0.378	6.473e-01	-0.357	0.680	0.445	3.786e-01
PPARGC1A	0.366	3.573e-01	0.534	0.623	0.447	3.825e-01
RFX5	0.780	2.177e-01	-0.925	0.658	0.449	3.864e-01
ZNF445	-0.021	5.082e-01	1.921	0.602	0.450	3.896e-01
MCM3	0.537	2.958e-01	0.122	0.627	0.451	3.911e-01
POLR3D	-2.228	9.870e-01	0.971	0.671	0.453	3.951e-01
RNF2	-0.629	7.354e-01	0.432	0.658	0.453	3.958e-01
SUZ12	-0.704	7.593e-01	0.314	0.663	0.454	3.974e-01
MYB	0.531	2.976e-01	0.179	0.625	0.454	3.974e-01
ZNF554	0.105	4.582e-01	1.250	0.609	0.454	3.974e-01
GMEB1	1.268	1.024e-01	-4.606	0.674	0.454	3.982e-01
NR2F2	-0.195	5.772e-01	0.892	0.634	0.455	3.990e-01
SCRT2	-0.095	5.380e-01	2.319	0.599	0.455	3.990e-01
MAFB	1.037	1.499e-01	-1.437	0.660	0.455	3.998e-01
FOXP3	1.083	1.395e-01	-1.175	0.654	0.456	4.022e-01
ZNF92	-0.151	5.600e-01	3.177	0.594	0.456	4.022e-01
TRRAP	1.085	1.389e-01	-0.912	0.646	0.457	4.029e-01
FLI1	-0.779	7.819e-01	-0.518	0.711	0.457	4.037e-01
LDB1	-0.089	5.354e-01	2.210	0.597	0.458	4.069e-01
SMAD4	-0.007	5.026e-01	0.566	0.635	0.459	4.085e-01
VDR	0.117	4.534e-01	-0.317	0.654	0.461	4.125e-01
GTF3C5	0.577	2.820e-01	-0.281	0.637	0.462	4.156e-01
ARID1A	-1.113	8.671e-01	1.643	0.637	0.463	4.180e-01
RB1	1.033	1.508e-01	-2.276	0.668	0.464	4.204e-01
ZNF623	0.390	3.484e-01	0.332	0.621	0.467	4.252e-01
ZNF701	0.167	4.336e-01	0.830	0.612	0.468	4.276e-01
SOX13	0.093	4.630e-01	0.626	0.623	0.469	4.316e-01
ELK3	1.087	1.384e-01	-2.237	0.663	0.471	4.348e-01
REPIN1	-0.038	5.150e-01	0.906	0.618	0.473	4.388e-01
CLOCK	-0.060	5.238e-01	1.557	0.601	0.473	4.388e-01
ZNF414	0.705	2.403e-01	-0.389	0.633	0.473	4.396e-01
ETV4	0.160	4.365e-01	-0.233	0.645	0.475	4.428e-01
ZNF134	0.012	4.951e-01	1.226	0.604	0.475	4.428e-01
ZNF28	0.012	4.952e-01	1.213	0.604	0.476	4.460e-01
NCOR2	0.447	3.274e-01	0.078	0.621	0.477	4.476e-01
IRF1	0.169	4.328e-01	-0.474	0.655	0.477	4.484e-01
SNAPC1	1.093	1.373e-01	-2.667	0.663	0.477	4.484e-01
FOXP1	-0.348	6.361e-01	-0.236	0.659	0.479	4.524e-01
NFKB2	0.120	4.520e-01	0.764	0.610	0.481	4.565e-01
ATOH1	1.098	1.360e-01	-3.000	0.663	0.481	4.565e-01
ASXL1	0.847	1.985e-01	-1.025	0.648	0.482	4.589e-01
L3MBTL4	0.436	3.315e-01	-0.135	0.627	0.483	4.613e-01
ETV7	0.443	3.288e-01	-0.185	0.627	0.484	4.637e-01
TBL1X	0.493	3.111e-01	-0.295	0.630	0.484	4.645e-01
ELF2	1.149	1.253e-01	-6.159	0.667	0.485	4.661e-01
KLF7	0.966	1.671e-01	-0.994	0.642	0.485	4.661e-01
GATA2	-5.093	1.000e+00	0.418	0.681	0.486	4.677e-01
PRDM10	0.191	4.243e-01	0.543	0.611	0.488	4.734e-01
KLF8	0.744	2.285e-01	-0.616	0.637	0.489	4.750e-01
CDK12	0.570	2.845e-01	-0.431	0.634	0.490	4.766e-01
ZBTB7B	0.920	1.788e-01	-1.617	0.652	0.490	4.782e-01
RELB	-0.062	5.249e-01	0.842	0.612	0.491	4.807e-01
CTBP1	0.077	4.694e-01	0.568	0.614	0.494	4.855e-01
HOXA9	-0.748	7.728e-01	1.426	0.618	0.495	4.879e-01
ESR1	-10.950	1.000e+00	0.600	0.674	0.495	4.888e-01
ZNF519	0.343	3.659e-01	-0.050	0.622	0.495	4.888e-01
ZBTB26	0.602	2.735e-01	-2.305	0.670	0.495	4.896e-01
MCRS1	1.074	1.414e-01	-3.591	0.662	0.495	4.896e-01
CCDC101	0.908	1.819e-01	-1.628	0.651	0.496	4.920e-01
ZNF479	-0.119	5.475e-01	1.356	0.596	0.498	4.944e-01
KDM6A	0.201	4.205e-01	0.308	0.614	0.498	4.944e-01
FOXM1	0.332	3.699e-01	-2.414	0.678	0.498	4.960e-01
PSIP1	0.023	4.908e-01	0.113	0.629	0.499	4.968e-01
RFX2	0.899	1.843e-01	-1.644	0.651	0.499	4.976e-01
HIC1	0.392	3.477e-01	-0.113	0.619	0.499	4.985e-01
CHD4	0.695	2.435e-01	-0.492	0.627	0.500	5.001e-01
DPPA2	-0.445	6.720e-01	2.812	0.577	0.500	5.001e-01
RUNX2	-0.547	7.079e-01	1.306	0.611	0.501	5.025e-01
HCFC1R1	-0.129	5.513e-01	1.305	0.595	0.503	5.057e-01
TTF2	-0.201	5.795e-01	-1.102	0.679	0.503	5.074e-01
BACH2	0.118	4.532e-01	-0.105	0.629	0.504	5.082e-01
MEF2A	-0.173	5.687e-01	-0.179	0.644	0.505	5.106e-01
MCM2	-0.514	6.965e-01	3.207	0.573	0.505	5.122e-01
ZNF597	0.178	4.294e-01	0.230	0.613	0.508	5.179e-01
POU2F2	0.254	3.999e-01	-0.312	0.630	0.509	5.211e-01
ZNF692	0.492	3.112e-01	-0.392	0.625	0.509	5.211e-01
STAT4	-0.432	6.670e-01	0.652	0.623	0.509	5.211e-01
SP140	-0.180	5.716e-01	0.674	0.613	0.510	5.219e-01
FOXG1	0.471	3.190e-01	-0.451	0.629	0.510	5.219e-01
ZNF534	0.032	4.873e-01	0.648	0.605	0.512	5.259e-01
APOBEC3B	0.082	4.673e-01	0.521	0.608	0.512	5.267e-01
ETV5	-0.032	5.126e-01	-0.046	0.631	0.513	5.284e-01
TRIM28	-3.619	9.999e-01	1.211	0.647	0.513	5.292e-01
PRDM11	0.244	4.035e-01	-1.251	0.661	0.513	5.292e-01
E2F8	0.364	3.577e-01	-0.307	0.623	0.513	5.300e-01
BRD9	-0.032	5.128e-01	0.192	0.622	0.514	5.308e-01
TDRD3	0.968	1.666e-01	-3.312	0.655	0.514	5.316e-01
IRAK4	0.966	1.670e-01	-3.173	0.655	0.514	5.324e-01
ASCL1	-1.187	8.824e-01	1.299	0.622	0.515	5.340e-01
DACOR1	-0.617	7.314e-01	4.539	0.568	0.515	5.340e-01
TET1	0.890	1.868e-01	-2.094	0.650	0.515	5.348e-01
ZFP69B	0.641	2.609e-01	-0.625	0.628	0.515	5.348e-01
TEAD2	0.034	4.866e-01	0.545	0.606	0.517	5.389e-01
ZNF280A	-0.526	7.006e-01	2.476	0.573	0.518	5.413e-01
ZFP64	-0.521	6.988e-01	-0.313	0.653	0.519	5.421e-01
SP7	0.256	3.991e-01	-0.092	0.613	0.520	5.453e-01
IRAK1	0.924	1.776e-01	-2.817	0.653	0.520	5.453e-01
GLYR1	0.620	2.676e-01	-0.892	0.637	0.520	5.453e-01
MBD3	-0.115	5.456e-01	-0.332	0.641	0.522	5.501e-01
ATF2	-0.793	7.862e-01	-0.540	0.671	0.523	5.509e-01
PBX1	0.107	4.573e-01	0.303	0.608	0.523	5.517e-01
ZNF75A	0.958	1.690e-01	-3.665	0.655	0.523	5.517e-01
PTTG1	-0.304	6.193e-01	1.058	0.598	0.524	5.533e-01
EGLN2	0.141	4.437e-01	0.097	0.611	0.525	5.565e-01
NFIL3	-0.222	5.880e-01	1.192	0.590	0.525	5.565e-01
MGEA5	0.355	3.612e-01	-0.364	0.623	0.526	5.582e-01
ZNF335	0.402	3.439e-01	-0.440	0.624	0.526	5.582e-01
ZNF394	0.392	3.475e-01	-0.344	0.619	0.526	5.590e-01
ZBTB48	-0.545	7.073e-01	0.257	0.633	0.527	5.606e-01
SCRT1	-0.417	6.618e-01	1.110	0.599	0.527	5.614e-01
RUVBL1	0.834	2.020e-01	-2.058	0.647	0.527	5.614e-01
ZNF71	0.849	1.979e-01	-2.239	0.648	0.530	5.662e-01
MYOD1	-0.401	6.557e-01	0.979	0.600	0.531	5.694e-01
MXD3	0.875	1.908e-01	-2.775	0.650	0.532	5.718e-01
FANCD2	-0.689	7.547e-01	2.956	0.564	0.533	5.734e-01
HNF4G	-1.346	9.109e-01	0.938	0.628	0.535	5.781e-01
ZSCAN5A	0.917	1.796e-01	-1.696	0.638	0.535	5.781e-01
ZNF501	0.652	2.572e-01	-0.965	0.632	0.536	5.797e-01
MAFG	-0.606	7.277e-01	1.694	0.579	0.536	5.797e-01
ZNF2	0.007	4.973e-01	0.026	0.615	0.536	5.813e-01
BRD7	0.260	3.974e-01	-0.339	0.617	0.539	5.877e-01
EZH2	-2.466	9.932e-01	0.439	0.655	0.541	5.909e-01
RBL1	-0.002	5.008e-01	0.377	0.603	0.541	5.909e-01
NKX2-1	-1.324	9.073e-01	1.057	0.620	0.543	5.964e-01
ZNF22	-0.841	7.999e-01	4.119	0.556	0.543	5.964e-01
FOSL1	-0.886	8.122e-01	-0.288	0.652	0.545	5.996e-01
MTA3	0.116	4.540e-01	-0.715	0.640	0.545	5.996e-01
WT1	0.185	4.267e-01	-0.260	0.613	0.545	6.011e-01
SMAD1	-1.420	9.222e-01	0.426	0.641	0.546	6.019e-01
ARID3A	-0.573	7.166e-01	0.947	0.601	0.546	6.019e-01
MEF2C	0.120	4.523e-01	-0.124	0.610	0.546	6.019e-01
ZNF512	-0.851	8.026e-01	2.151	0.574	0.546	6.027e-01
MCM7	-0.122	5.487e-01	-0.163	0.623	0.546	6.035e-01
TP53	-2.728	9.968e-01	-0.465	0.687	0.547	6.051e-01
ZNF324	0.699	2.421e-01	-1.555	0.637	0.547	6.051e-01
ZNF574	0.646	2.591e-01	-1.401	0.638	0.547	6.059e-01
RXRA	-0.369	6.439e-01	-0.412	0.642	0.548	6.067e-01
TSC22D4	-1.160	8.770e-01	0.197	0.640	0.548	6.074e-01
NR5A2	-0.732	7.680e-01	0.748	0.612	0.548	6.074e-01
FOS	-1.913	9.721e-01	-0.418	0.676	0.549	6.090e-01
KDM6B	-0.203	5.804e-01	-0.671	0.648	0.550	6.114e-01
REST	-7.522	1.000e+00	-0.077	0.670	0.553	6.169e-01
EPAS1	-0.087	5.347e-01	0.458	0.597	0.553	6.184e-01
PRMT5	0.070	4.722e-01	-0.032	0.607	0.554	6.192e-01
POLR2M	0.437	3.311e-01	-1.788	0.647	0.554	6.200e-01
CDK2	-1.112	8.669e-01	2.512	0.572	0.554	6.208e-01
NFE2L2	-0.800	7.882e-01	-1.020	0.673	0.557	6.262e-01
PR	-3.220	9.994e-01	0.766	0.641	0.557	6.262e-01
CASP8AP2	0.648	2.584e-01	-1.659	0.638	0.558	6.278e-01
SETDB1	-1.053	8.539e-01	-0.404	0.655	0.559	6.309e-01
MAF	-0.395	6.537e-01	-1.407	0.668	0.561	6.347e-01
PTRF	-0.427	6.652e-01	0.785	0.593	0.563	6.386e-01
IRF5	-0.919	8.209e-01	2.555	0.552	0.564	6.425e-01
CRY1	-0.503	6.926e-01	1.129	0.574	0.565	6.432e-01
MORC2	0.367	3.570e-01	-2.111	0.648	0.566	6.455e-01
ZBED1	0.158	4.371e-01	-0.339	0.610	0.566	6.463e-01
CREB3L4	0.106	4.577e-01	-0.287	0.609	0.568	6.494e-01
FAIRE	-0.213	5.844e-01	-1.481	0.661	0.568	6.501e-01
UHRF2	0.331	3.701e-01	-0.720	0.621	0.568	6.509e-01
ZNF362	-0.331	6.297e-01	0.652	0.590	0.569	6.524e-01
TP63	-3.926	1.000e+00	0.733	0.639	0.570	6.555e-01
RUNX3	-0.129	5.514e-01	0.284	0.595	0.574	6.638e-01
ZNF141	-0.429	6.661e-01	0.771	0.578	0.577	6.698e-01
HLF	-1.085	8.610e-01	1.911	0.561	0.578	6.721e-01
EMX1	0.273	3.924e-01	-1.228	0.634	0.579	6.743e-01
E2F2	0.107	4.575e-01	-0.395	0.609	0.582	6.803e-01
YAP1	-2.937	9.983e-01	-1.020	0.696	0.583	6.810e-01
GRHL1	0.187	4.259e-01	-0.598	0.613	0.585	6.847e-01
SND1	-0.421	6.631e-01	0.011	0.610	0.585	6.855e-01
ZNF274	-1.286	9.008e-01	1.098	0.597	0.586	6.869e-01
HEXIM1	0.175	4.307e-01	-1.881	0.646	0.586	6.877e-01
TCF7L2	-0.632	7.363e-01	-1.066	0.657	0.587	6.899e-01
NIPBL	-0.623	7.333e-01	-1.589	0.667	0.587	6.899e-01
ZNF610	0.786	2.159e-01	-2.428	0.629	0.587	6.899e-01
ZNF273	0.257	3.985e-01	-0.820	0.617	0.588	6.913e-01
ZNF750	-0.482	6.850e-01	0.731	0.575	0.590	6.957e-01
ZNF320	-0.633	7.367e-01	0.731	0.586	0.591	6.979e-01
ZNF438	-0.097	5.386e-01	-0.137	0.601	0.592	7.001e-01
NCAPG2	-0.589	7.220e-01	0.925	0.570	0.592	7.001e-01
MECOM	-0.180	5.713e-01	0.137	0.592	0.593	7.030e-01
MECP2	0.624	2.663e-01	-2.576	0.633	0.594	7.045e-01
TBX21	-0.481	6.847e-01	-0.114	0.611	0.596	7.088e-01
NFATC3	0.049	4.803e-01	-0.430	0.606	0.598	7.117e-01
DIDO1	0.479	3.158e-01	-1.507	0.622	0.599	7.131e-01
ZNF528	0.234	4.075e-01	-0.901	0.616	0.600	7.152e-01
SS18	-0.041	5.162e-01	-0.760	0.625	0.600	7.159e-01
GLI4	0.575	2.826e-01	-2.064	0.627	0.601	7.188e-01
GREB1	-1.229	8.904e-01	0.499	0.609	0.602	7.202e-01
FOXP2	0.074	4.706e-01	-1.645	0.640	0.605	7.258e-01
PMEL	-0.028	5.110e-01	-1.855	0.646	0.606	7.279e-01
ING5	-0.207	5.819e-01	0.028	0.591	0.606	7.279e-01
C17orf49	0.465	3.210e-01	-1.776	0.623	0.607	7.300e-01
ZXDB	0.461	3.223e-01	-1.632	0.621	0.608	7.314e-01
KDM3A	0.717	2.366e-01	-3.929	0.632	0.608	7.314e-01
JUND	-1.954	9.747e-01	-0.528	0.658	0.609	7.328e-01
LYL1	-1.252	8.947e-01	0.102	0.617	0.609	7.342e-01
CAMTA2	-0.175	5.694e-01	-0.105	0.593	0.610	7.349e-01
ASH2L	-0.439	6.695e-01	0.282	0.586	0.610	7.363e-01
TCF4	-2.517	9.941e-01	0.313	0.632	0.611	7.370e-01
EP300	-6.807	1.000e+00	-1.142	0.689	0.611	7.383e-01
MEN1	0.184	4.268e-01	-0.974	0.615	0.612	7.397e-01
TERF1	-0.108	5.432e-01	-0.275	0.596	0.613	7.418e-01
NR3C1	-8.649	1.000e+00	-0.654	0.671	0.615	7.445e-01
ZNF490	-1.237	8.920e-01	1.685	0.534	0.615	7.452e-01
XBP1	-0.249	5.984e-01	-2.087	0.651	0.618	7.506e-01
HOTAIR	-2.295	9.891e-01	2.716	0.548	0.619	7.526e-01
ZKSCAN5	0.248	4.022e-01	-1.220	0.616	0.619	7.526e-01
SOX4	-0.523	6.995e-01	0.065	0.595	0.620	7.540e-01
JARID2	-1.424	9.227e-01	0.419	0.609	0.620	7.540e-01
ICE1	0.109	4.566e-01	-0.786	0.609	0.622	7.580e-01
SRCAP	-0.888	8.127e-01	0.996	0.554	0.623	7.593e-01
NEUROG2	-1.261	8.964e-01	0.357	0.603	0.625	7.639e-01
AR	-20.839	1.000e+00	-0.264	0.649	0.626	7.652e-01
MAFF	-1.113	8.671e-01	0.768	0.574	0.626	7.659e-01
ZBTB16	-0.278	6.094e-01	-0.377	0.603	0.627	7.672e-01
NME2	-1.752	9.601e-01	2.250	0.536	0.627	7.672e-01
CBX3	-1.422	9.225e-01	-0.165	0.626	0.627	7.678e-01
EED	-1.103	8.649e-01	0.095	0.607	0.628	7.698e-01
PRKDC	-0.385	6.497e-01	-0.463	0.610	0.630	7.730e-01
GRHL2	-2.463	9.931e-01	0.932	0.601	0.630	7.730e-01
ZNF239	0.080	4.682e-01	-0.929	0.611	0.631	7.737e-01
ZNF664	-0.338	6.322e-01	-0.219	0.590	0.634	7.801e-01
OSR2	-0.472	6.817e-01	-0.130	0.594	0.634	7.801e-01
ZFP37	0.327	3.718e-01	-1.727	0.616	0.636	7.826e-01
TLX1	-0.392	6.524e-01	-0.110	0.580	0.636	7.826e-01
ZNF563	-0.543	7.063e-01	0.225	0.572	0.637	7.845e-01
CEBPG	-1.503	9.336e-01	0.714	0.592	0.637	7.851e-01
DNMT3A	-0.240	5.947e-01	-1.945	0.641	0.637	7.851e-01
TTF1	-0.679	7.513e-01	0.267	0.576	0.637	7.857e-01
ZNF317	-1.830	9.664e-01	1.441	0.561	0.638	7.876e-01
LMNB1	-0.764	7.776e-01	0.622	0.560	0.639	7.882e-01
ZSCAN23	0.343	3.658e-01	-2.085	0.619	0.640	7.907e-01
FOXA2	-6.378	1.000e+00	-0.795	0.665	0.641	7.919e-01
INSM2	0.248	4.022e-01	-1.963	0.620	0.642	7.932e-01
ZNF217	-0.737	7.694e-01	0.533	0.561	0.642	7.932e-01
ZNF343	0.400	3.445e-01	-3.184	0.625	0.642	7.944e-01
CTCF	-17.118	1.000e+00	-0.171	0.640	0.643	7.950e-01
JUN	-2.131	9.834e-01	-0.302	0.636	0.643	7.962e-01
STAT3	-1.232	8.910e-01	-1.106	0.650	0.644	7.968e-01
STAT5	-0.401	6.558e-01	-1.296	0.636	0.644	7.968e-01
HNF1A	-1.612	9.466e-01	0.260	0.607	0.644	7.974e-01
ZNF793	-1.253	8.950e-01	0.815	0.560	0.647	8.023e-01
ZNF346	0.380	3.520e-01	-2.617	0.619	0.648	8.035e-01
ZNF707	-0.983	8.372e-01	-0.250	0.608	0.648	8.041e-01
PTPN11	0.442	3.293e-01	-7.603	0.627	0.649	8.058e-01
ZNF506	-0.776	7.810e-01	0.480	0.559	0.651	8.088e-01
BANP	-0.437	6.691e-01	-0.458	0.603	0.651	8.094e-01
FOXA1	-17.915	1.000e+00	-0.336	0.644	0.652	8.100e-01
BATF3	-0.651	7.423e-01	0.190	0.566	0.652	8.111e-01
SMARCC1	-1.355	9.123e-01	-0.607	0.635	0.654	8.135e-01
ETV6	-0.855	8.037e-01	-0.164	0.598	0.655	8.158e-01
ZNF391	0.361	3.590e-01	-4.196	0.624	0.657	8.186e-01
ZNF837	-0.006	5.023e-01	-1.111	0.609	0.658	8.198e-01
EBNA3	-0.548	7.081e-01	-0.086	0.572	0.659	8.214e-01
HHEX	-0.877	8.096e-01	0.265	0.569	0.661	8.254e-01
AEBP2	-0.247	5.975e-01	-0.571	0.596	0.663	8.270e-01
LANA	0.207	4.179e-01	-4.396	0.628	0.664	8.298e-01
ZXDC	-0.441	6.704e-01	-0.300	0.578	0.664	8.298e-01
ARRB1	-0.666	7.472e-01	-0.149	0.577	0.666	8.330e-01
SRC	-0.607	7.281e-01	-1.076	0.626	0.668	8.352e-01
NR1H3	-0.737	7.695e-01	-0.299	0.594	0.668	8.357e-01
ZNF788	-0.660	7.454e-01	-0.259	0.581	0.669	8.368e-01
ZIM3	-1.674	9.529e-01	0.937	0.554	0.669	8.368e-01
MITF	-1.317	9.061e-01	-0.494	0.621	0.669	8.373e-01
HJURP	0.028	4.888e-01	-1.243	0.605	0.672	8.405e-01
INTS3	0.025	4.899e-01	-1.236	0.604	0.672	8.410e-01
THAP11	0.327	3.720e-01	-5.386	0.621	0.675	8.452e-01
FUS	-0.364	6.419e-01	-0.651	0.597	0.675	8.457e-01
TERF2	-0.161	5.638e-01	-0.739	0.594	0.676	8.467e-01
SETX	0.206	4.183e-01	-3.119	0.614	0.678	8.502e-01
GTF2A2	-0.171	5.677e-01	-0.753	0.593	0.679	8.507e-01
ZNF189	0.243	4.039e-01	-3.773	0.616	0.680	8.527e-01
ZNF366	-0.192	5.760e-01	-0.837	0.596	0.680	8.527e-01
CBX5	-0.858	8.044e-01	-0.533	0.607	0.683	8.567e-01
PBX3	-0.786	7.841e-01	-1.652	0.637	0.683	8.571e-01
ZNF580	0.150	4.404e-01	-2.573	0.611	0.683	8.571e-01
MLLT3	-0.045	5.179e-01	-1.175	0.600	0.685	8.596e-01
SOX2	-5.670	1.000e+00	-0.754	0.644	0.689	8.648e-01
SMAD3	-2.630	9.957e-01	-0.305	0.619	0.689	8.648e-01
ZNF792	0.145	4.424e-01	-2.913	0.611	0.690	8.662e-01
CHD5	-0.779	7.821e-01	-0.102	0.559	0.691	8.676e-01
ZNF585B	-0.804	7.894e-01	-0.262	0.574	0.692	8.680e-01
CBX2	-0.601	7.259e-01	-0.329	0.569	0.692	8.685e-01
GATA6	-5.167	1.000e+00	-0.617	0.638	0.694	8.708e-01
TCF21	-1.088	8.616e-01	-0.224	0.578	0.694	8.708e-01
WRNIP1	-0.062	5.249e-01	-1.258	0.599	0.695	8.717e-01
ZNF331	-1.090	8.622e-01	0.293	0.544	0.695	8.717e-01
PARP1	-1.273	8.984e-01	0.486	0.531	0.695	8.726e-01
GATA3	-9.766	1.000e+00	-0.447	0.632	0.696	8.731e-01
HIRA	-1.112	8.670e-01	-0.558	0.607	0.696	8.735e-01
NR1H2	-0.622	7.331e-01	-0.635	0.595	0.697	8.753e-01
CEBPB	-7.643	1.000e+00	-0.263	0.619	0.699	8.771e-01
PPARG	-2.204	9.862e-01	-0.733	0.633	0.699	8.771e-01
ZNF75D	-1.765	9.612e-01	0.734	0.543	0.699	8.771e-01
ZSCAN20	-0.167	5.664e-01	-1.119	0.597	0.699	8.775e-01
TRIM22	-0.740	7.704e-01	-0.358	0.574	0.700	8.779e-01
GATAD2B	-0.133	5.529e-01	-1.733	0.608	0.701	8.793e-01
CCND2	0.009	4.963e-01	-1.905	0.604	0.701	8.797e-01
SPIB	-1.833	9.666e-01	0.071	0.588	0.702	8.806e-01
NFE2L1	-1.657	9.512e-01	0.149	0.573	0.705	8.844e-01
ETS2	-0.177	5.704e-01	-2.436	0.614	0.707	8.865e-01
EHF	-0.481	6.847e-01	-1.765	0.616	0.708	8.877e-01
ZSCAN16	-0.425	6.645e-01	-1.824	0.614	0.709	8.886e-01
ZNF781	-1.398	9.189e-01	0.106	0.559	0.709	8.890e-01
ZBTB1	0.084	4.666e-01	-3.108	0.608	0.709	8.890e-01
ZNF808	-1.612	9.465e-01	0.690	0.487	0.709	8.894e-01
MAFK	-1.760	9.608e-01	-0.583	0.617	0.710	8.898e-01
SUMO1	-2.829	9.977e-01	-0.209	0.606	0.710	8.906e-01
BCAT1	-0.558	7.117e-01	-0.668	0.581	0.711	8.910e-01
BMI1	-2.366	9.910e-01	-0.838	0.633	0.711	8.910e-01
CHD8	-1.204	8.857e-01	-1.564	0.631	0.711	8.918e-01
ZBTB2	-1.318	9.062e-01	0.101	0.552	0.711	8.918e-01
EBNA2	-0.496	6.901e-01	-0.647	0.574	0.712	8.922e-01
HDAC4	-0.299	6.176e-01	-0.983	0.586	0.712	8.930e-01
BTAF1	-0.318	6.249e-01	-0.955	0.585	0.712	8.930e-01
GATA4	-5.526	1.000e+00	-0.780	0.636	0.714	8.942e-01
ZNF280D	0.032	4.871e-01	-2.724	0.605	0.714	8.950e-01
XCL1	-0.019	5.077e-01	-2.236	0.602	0.716	8.966e-01
CHD7	-1.303	9.037e-01	-1.754	0.635	0.717	8.982e-01
SF1	-0.764	7.777e-01	-0.380	0.560	0.721	9.028e-01
ZNF558	-0.366	6.427e-01	-1.607	0.602	0.722	9.035e-01
LIN9	-0.705	7.597e-01	-0.456	0.563	0.723	9.039e-01
FXR2	-0.495	6.897e-01	-0.765	0.574	0.723	9.039e-01
SPDEF	-0.319	6.253e-01	-2.740	0.614	0.723	9.043e-01
MYF5	-0.267	6.053e-01	-1.201	0.588	0.723	9.043e-01
TEAD4	-2.794	9.974e-01	-0.452	0.612	0.724	9.050e-01
ZNF611	-0.351	6.374e-01	-1.063	0.582	0.724	9.057e-01
RAD21	-6.696	1.000e+00	-0.524	0.622	0.726	9.076e-01
MRE11A	-0.303	6.192e-01	-1.578	0.597	0.727	9.083e-01
CBX4	0.031	4.876e-01	-3.645	0.605	0.727	9.087e-01
AHR	-1.950	9.744e-01	0.029	0.570	0.728	9.090e-01
ZNF35	-0.360	6.406e-01	-1.143	0.582	0.732	9.129e-01
ZNF101	-0.550	7.088e-01	-3.125	0.621	0.734	9.157e-01
RING1	-1.440	9.251e-01	-0.462	0.592	0.735	9.160e-01
ZNF136	-1.576	9.425e-01	0.313	0.493	0.735	9.160e-01
FOXO1	-1.535	9.376e-01	-0.478	0.596	0.735	9.164e-01
DEK	-0.336	6.315e-01	-1.908	0.600	0.736	9.171e-01
NR0B1	0.023	4.909e-01	-4.334	0.604	0.736	9.174e-01
STAG1	-3.962	1.000e+00	-0.521	0.613	0.737	9.181e-01
FOSL2	-5.934	1.000e+00	-0.659	0.620	0.738	9.194e-01
ZNF485	-1.300	9.031e-01	-0.104	0.529	0.738	9.194e-01
CBFA2T2	-0.460	6.773e-01	-1.039	0.576	0.740	9.211e-01
BATF	-1.450	9.265e-01	-0.517	0.591	0.743	9.240e-01
OVOL3	-0.151	5.600e-01	-3.503	0.604	0.744	9.249e-01
CTBP2	-0.225	5.889e-01	-2.728	0.602	0.745	9.252e-01
ZNF440	-1.269	8.977e-01	-0.227	0.531	0.746	9.265e-01
KMT2B	-0.594	7.239e-01	-0.903	0.569	0.747	9.268e-01
ZNF133	-1.273	8.985e-01	-0.210	0.531	0.747	9.271e-01
HDAC3	-1.610	9.463e-01	-0.872	0.606	0.749	9.290e-01
ZNF674	-0.141	5.563e-01	-2.607	0.595	0.750	9.296e-01
ZNF695	-0.063	5.252e-01	-3.591	0.599	0.750	9.299e-01
PPARD	-0.048	5.190e-01	-3.992	0.600	0.750	9.299e-01
DLX2	-1.185	8.819e-01	-0.317	0.537	0.751	9.305e-01
PRDM14	-0.845	8.009e-01	-0.595	0.556	0.753	9.320e-01
DRAP1	-0.598	7.251e-01	-0.953	0.569	0.753	9.320e-01
TSHZ1	-0.411	6.596e-01	-2.530	0.602	0.753	9.326e-01
NEUROD1	-2.469	9.932e-01	-0.912	0.616	0.754	9.329e-01
SMAD2-SMAD3	-1.638	9.493e-01	-0.771	0.601	0.754	9.329e-01
ZFP41	-0.870	8.077e-01	-0.874	0.577	0.754	9.329e-01
ASH1L	-0.047	5.188e-01	-9.019	0.600	0.757	9.352e-01
ZFAT	-0.968	8.335e-01	-0.510	0.550	0.757	9.355e-01
AGO2	-0.056	5.224e-01	-6.723	0.599	0.757	9.358e-01
ZNF429	-0.755	7.748e-01	-0.743	0.560	0.757	9.358e-01
