TR	statistic	pvalue	zscore	max_auc	re_rank	irwin_hall_pvalue
PRMT5	0.103	4.591e-01	0.026	0.451	0.434	3.546e-01
ZC3H8	-0.205	5.812e-01	-2.402	0.475	0.434	3.546e-01
TERF2	0.122	4.513e-01	-0.215	0.452	0.436	3.585e-01
BCL6	-0.559	7.119e-01	-0.782	0.477	0.437	3.608e-01
ZNF248	-0.171	5.681e-01	2.757	0.441	0.439	3.654e-01
CBX8	-0.363	6.417e-01	-3.168	0.486	0.441	3.685e-01
DNMT1	-0.403	6.565e-01	-1.741	0.475	0.443	3.724e-01
NCAPG	-0.366	6.430e-01	0.220	0.461	0.443	3.724e-01
ING5	-0.025	5.101e-01	0.852	0.446	0.446	3.809e-01
WT1	0.110	4.562e-01	-0.556	0.451	0.448	3.848e-01
CBX6	-0.027	5.108e-01	-1.347	0.459	0.450	3.888e-01
ZNF101	-0.074	5.295e-01	-0.083	0.451	0.453	3.958e-01
FOXM1	-0.765	7.780e-01	-3.872	0.509	0.457	4.037e-01
ZNF618	0.028	4.886e-01	-0.004	0.448	0.457	4.045e-01
ZFP64	-0.448	6.728e-01	-0.106	0.464	0.458	4.061e-01
MYB	-0.497	6.903e-01	-0.483	0.468	0.458	4.069e-01
CRY1	-0.162	5.645e-01	1.714	0.441	0.459	4.085e-01
ZNF786	0.131	4.480e-01	-1.626	0.452	0.461	4.125e-01
POLR2M	-0.189	5.748e-01	-3.623	0.472	0.464	4.188e-01
NR2F6	-0.303	6.191e-01	1.549	0.445	0.467	4.252e-01
BTAF1	-0.026	5.105e-01	0.154	0.446	0.467	4.252e-01
POU2F2	-0.143	5.567e-01	-0.851	0.453	0.468	4.276e-01
ZNF292	-0.093	5.371e-01	0.666	0.443	0.468	4.276e-01
STAT5A	-0.054	5.217e-01	-0.462	0.450	0.468	4.292e-01
INTS3	0.068	4.731e-01	-0.918	0.449	0.469	4.300e-01
TFAP2C	-0.512	6.957e-01	0.492	0.457	0.469	4.308e-01
GRHL3	-0.578	7.185e-01	0.637	0.458	0.469	4.308e-01
NFIA	-0.385	6.500e-01	0.536	0.452	0.471	4.340e-01
IKZF1	-0.577	7.181e-01	-0.169	0.465	0.472	4.380e-01
PAX5	-0.524	7.000e-01	-0.419	0.464	0.473	4.388e-01
SMARCB1	-0.469	6.803e-01	-2.323	0.472	0.475	4.444e-01
KLF4	-0.914	8.196e-01	-1.005	0.478	0.477	4.484e-01
LARP7	-0.701	7.583e-01	-0.020	0.465	0.479	4.524e-01
NR4A1	-0.512	6.958e-01	-1.067	0.466	0.479	4.532e-01
MEF2C	-0.016	5.065e-01	-0.364	0.446	0.480	4.540e-01
YBX1	-0.394	6.531e-01	1.629	0.444	0.480	4.549e-01
HOXA2	0.072	4.713e-01	-1.776	0.450	0.480	4.557e-01
MYBL2	-0.055	5.219e-01	-0.089	0.444	0.482	4.605e-01
DROSHA	-0.286	6.125e-01	-3.023	0.466	0.485	4.653e-01
GTF2I	-0.939	8.262e-01	0.264	0.466	0.485	4.669e-01
EMX1	-0.186	5.736e-01	-2.169	0.457	0.487	4.702e-01
ZNF304	-0.198	5.786e-01	1.089	0.439	0.487	4.718e-01
APOBEC3B	-0.106	5.423e-01	0.051	0.443	0.488	4.726e-01
MTA2	-0.580	7.190e-01	-0.428	0.461	0.490	4.782e-01
ZNF438	-0.130	5.518e-01	-0.270	0.445	0.490	4.782e-01
ZBTB16	-0.204	5.807e-01	-0.272	0.448	0.492	4.823e-01
RYBP	-0.318	6.248e-01	-0.863	0.453	0.493	4.839e-01
ZNF394	0.053	4.788e-01	-1.980	0.448	0.493	4.847e-01
E2F2	-0.046	5.185e-01	-0.828	0.445	0.495	4.896e-01
ZNF707	-0.539	7.051e-01	0.476	0.450	0.499	4.968e-01
USF1	-0.442	6.708e-01	-3.391	0.470	0.499	4.968e-01
NFE2	-0.766	7.782e-01	-2.127	0.473	0.499	4.976e-01
ZNF597	-0.116	5.463e-01	-0.232	0.442	0.499	4.985e-01
GLYR1	0.123	4.511e-01	-3.708	0.452	0.500	5.001e-01
KDM5B	-0.739	7.700e-01	-2.578	0.474	0.500	5.009e-01
ZNF701	-0.133	5.528e-01	-0.103	0.442	0.501	5.017e-01
ZNF141	-0.265	6.043e-01	1.162	0.437	0.501	5.017e-01
USP49	-0.188	5.746e-01	0.417	0.440	0.501	5.033e-01
MBOAT4	0.071	4.718e-01	-2.895	0.449	0.503	5.074e-01
ZNF138	-0.128	5.508e-01	-0.352	0.442	0.505	5.106e-01
POU3F2	-0.029	5.115e-01	-1.785	0.447	0.505	5.122e-01
CCND2	0.001	4.996e-01	-1.934	0.447	0.505	5.122e-01
CDCA2	-0.303	6.190e-01	1.291	0.436	0.505	5.122e-01
ZNF585B	-0.309	6.214e-01	0.933	0.439	0.506	5.138e-01
BRD7	-0.045	5.179e-01	-1.365	0.445	0.508	5.179e-01
NFATC3	-0.082	5.325e-01	-0.903	0.444	0.508	5.187e-01
SIRT6	-0.185	5.732e-01	0.065	0.440	0.509	5.195e-01
SF1	-0.245	5.969e-01	0.728	0.438	0.509	5.211e-01
SMARCA5	-0.537	7.045e-01	-0.995	0.457	0.510	5.235e-01
ZNF768	-0.131	5.520e-01	-0.527	0.442	0.511	5.243e-01
ZNF335	-0.110	5.438e-01	-2.202	0.448	0.511	5.243e-01
MLLT3	-0.074	5.294e-01	-1.274	0.444	0.514	5.308e-01
ZNF770	-0.225	5.888e-01	0.388	0.439	0.514	5.324e-01
ZNF547	-0.245	5.967e-01	-2.173	0.452	0.515	5.332e-01
ZNF518A	0.026	4.896e-01	-3.108	0.448	0.517	5.380e-01
SIX4	-0.241	5.951e-01	0.431	0.438	0.518	5.397e-01
ZFP37	0.030	4.880e-01	-3.103	0.448	0.518	5.413e-01
ZNF674	-0.039	5.157e-01	-2.127	0.445	0.518	5.413e-01
IRF9	-0.345	6.351e-01	0.468	0.440	0.519	5.421e-01
ZNF695	0.022	4.911e-01	-3.006	0.448	0.520	5.445e-01
RFX5	-0.458	6.767e-01	-4.970	0.469	0.521	5.461e-01
C11orf30	-0.346	6.352e-01	-0.043	0.443	0.522	5.493e-01
SIRT1	-1.147	8.743e-01	0.984	0.455	0.522	5.501e-01
EGLN2	-0.125	5.497e-01	-1.250	0.442	0.523	5.525e-01
RBPJ	-0.942	8.269e-01	-2.785	0.473	0.524	5.533e-01
HEXIM1	-0.415	6.611e-01	-3.251	0.460	0.524	5.533e-01
XBP1	-0.683	7.526e-01	-3.395	0.471	0.524	5.541e-01
ZBTB17	-0.563	7.133e-01	-2.048	0.459	0.524	5.541e-01
RXRG	-0.720	7.642e-01	-1.865	0.461	0.528	5.638e-01
POLR2AphosphoS5	-0.547	7.076e-01	-1.383	0.454	0.528	5.638e-01
ZBED1	-0.266	6.047e-01	-0.870	0.444	0.529	5.646e-01
NOTCH1	-1.285	9.006e-01	-4.824	0.498	0.529	5.654e-01
CTBP2	-0.618	7.317e-01	-3.843	0.469	0.530	5.662e-01
ZNF467	-0.142	5.564e-01	-1.267	0.442	0.530	5.678e-01
ZNF284	-0.432	6.672e-01	1.543	0.431	0.531	5.694e-01
PBX1	-0.317	6.242e-01	-0.862	0.444	0.531	5.702e-01
ZNF430	-0.308	6.210e-01	0.396	0.436	0.533	5.734e-01
CHD4	-0.238	5.940e-01	-1.862	0.446	0.533	5.742e-01
ZNF354C	-0.321	6.257e-01	0.510	0.435	0.534	5.758e-01
HIC1	-0.157	5.623e-01	-2.097	0.444	0.534	5.766e-01
ZNF692	-0.106	5.423e-01	-2.881	0.446	0.534	5.766e-01
PBX2	-0.641	7.391e-01	-2.129	0.459	0.537	5.821e-01
LEF1	-1.271	8.981e-01	-6.214	0.502	0.538	5.853e-01
PTTG1	-0.531	7.024e-01	0.640	0.439	0.538	5.853e-01
PTRF	-0.540	7.055e-01	0.569	0.440	0.538	5.853e-01
HES1	-0.495	6.899e-01	-1.081	0.449	0.538	5.861e-01
NONO	-0.441	6.703e-01	0.068	0.440	0.539	5.869e-01
ZNF623	-0.176	5.697e-01	-2.500	0.445	0.539	5.877e-01
C17orf49	-0.152	5.606e-01	-4.170	0.450	0.540	5.893e-01
PRDM11	-0.501	6.919e-01	-4.627	0.464	0.542	5.932e-01
DDX20	-0.576	7.177e-01	-0.583	0.448	0.542	5.940e-01
ZNF257	-0.208	5.824e-01	-0.932	0.439	0.544	5.988e-01
ZNF202	-0.702	7.585e-01	-0.854	0.451	0.545	5.996e-01
GTF3C5	-0.320	6.256e-01	-3.311	0.452	0.545	6.004e-01
ZNF580	-0.062	5.249e-01	-3.936	0.447	0.546	6.019e-01
MECP2	-0.258	6.019e-01	-5.535	0.456	0.547	6.051e-01
NFKB1	-0.483	6.853e-01	-0.833	0.445	0.547	6.059e-01
ZFP57	-0.620	7.323e-01	1.568	0.433	0.548	6.067e-01
SPDEF	-0.320	6.256e-01	-2.742	0.448	0.548	6.067e-01
ZNF641	-0.205	5.812e-01	-2.867	0.446	0.548	6.074e-01
BACH1	-0.576	7.176e-01	-1.995	0.452	0.549	6.082e-01
ZNF600	-0.229	5.907e-01	-1.551	0.441	0.549	6.098e-01
POU2F1	-0.376	6.465e-01	0.295	0.433	0.550	6.122e-01
KDM4A	-0.665	7.469e-01	-0.691	0.448	0.550	6.122e-01
ZNF273	-0.158	5.628e-01	-2.256	0.441	0.551	6.145e-01
GATAD2B	-0.434	6.679e-01	-2.613	0.450	0.552	6.153e-01
ZNF16	-0.351	6.371e-01	-0.700	0.439	0.552	6.153e-01
ZNF346	-0.045	5.179e-01	-4.899	0.447	0.552	6.161e-01
STAT5	-0.699	7.577e-01	-1.630	0.453	0.553	6.169e-01
ZNF320	-0.611	7.294e-01	0.788	0.437	0.553	6.176e-01
PKNOX1	-0.407	6.579e-01	-0.159	0.437	0.554	6.192e-01
RFX1	-0.821	7.942e-01	-1.894	0.456	0.554	6.200e-01
OVOL3	-0.210	5.830e-01	-3.769	0.448	0.556	6.239e-01
BCLAF1	-0.603	7.269e-01	-2.696	0.454	0.556	6.254e-01
ZBTB6	-0.363	6.417e-01	-1.820	0.444	0.557	6.270e-01
RUNX1	-2.473	9.933e-01	-1.431	0.480	0.559	6.301e-01
IKZF2	-0.406	6.576e-01	-0.863	0.440	0.560	6.332e-01
KLF15	-1.588	9.438e-01	-6.638	0.503	0.562	6.363e-01
CREB3L4	-0.256	6.010e-01	-1.221	0.437	0.562	6.371e-01
SKI	-0.275	6.083e-01	-1.051	0.437	0.562	6.371e-01
XCL1	-0.173	5.688e-01	-2.843	0.440	0.563	6.401e-01
SSRP1	-1.061	8.556e-01	-0.865	0.453	0.571	6.570e-01
GATAD1	-0.510	6.949e-01	-3.889	0.453	0.571	6.570e-01
KLF5	-1.521	9.359e-01	-3.861	0.478	0.572	6.577e-01
ZNF207	-0.781	7.825e-01	0.000	0.442	0.573	6.615e-01
BHLHE40	-0.654	7.435e-01	-4.395	0.459	0.575	6.653e-01
AFF1	-1.213	8.875e-01	-2.672	0.466	0.575	6.653e-01
MED12	-0.522	6.992e-01	-1.897	0.444	0.576	6.660e-01
ZNF350	-0.187	5.741e-01	-3.290	0.440	0.577	6.691e-01
ZNF287	-0.571	7.160e-01	0.898	0.426	0.578	6.721e-01
ERG	-2.084	9.814e-01	-4.833	0.491	0.581	6.773e-01
POLR3A	-0.632	7.363e-01	-2.121	0.447	0.581	6.773e-01
ZNF264	-0.507	6.940e-01	-5.114	0.453	0.581	6.780e-01
INSM2	-0.242	5.957e-01	-4.286	0.445	0.582	6.788e-01
TEAD2	-0.478	6.838e-01	-0.901	0.437	0.582	6.788e-01
KDM6A	-0.371	6.447e-01	-0.968	0.434	0.582	6.788e-01
TBL1XR1	-0.601	7.261e-01	-2.565	0.448	0.582	6.803e-01
EGR3	-0.418	6.619e-01	-0.492	0.432	0.583	6.810e-01
SMARCC2	-0.314	6.231e-01	-2.466	0.439	0.584	6.832e-01
H2AZ	-1.985	9.764e-01	-6.688	0.498	0.587	6.899e-01
LRWD1	-0.658	7.447e-01	1.286	0.423	0.588	6.913e-01
L3MBTL4	-0.193	5.764e-01	-3.877	0.440	0.589	6.935e-01
CD74	-0.744	7.717e-01	-1.627	0.446	0.590	6.950e-01
ZNF28	-0.489	6.877e-01	-0.145	0.429	0.590	6.950e-01
KDM2B	-2.890	9.981e-01	-3.594	0.487	0.591	6.972e-01
RUNX1T1	-0.920	8.213e-01	-1.166	0.447	0.593	7.030e-01
ZNF519	-0.358	6.397e-01	-1.958	0.434	0.595	7.052e-01
ZKSCAN5	-0.206	5.817e-01	-4.004	0.439	0.596	7.088e-01
MBD1	-0.508	6.944e-01	-2.853	0.443	0.597	7.102e-01
BANP	-0.701	7.585e-01	-1.210	0.441	0.597	7.102e-01
TRIM24	-1.408	9.204e-01	-2.661	0.461	0.598	7.124e-01
UHRF2	-0.310	6.216e-01	-2.734	0.436	0.599	7.131e-01
MYNN	-0.515	6.966e-01	-3.927	0.447	0.599	7.145e-01
MED1	-3.567	9.998e-01	-6.733	0.506	0.600	7.152e-01
NCOR2	-0.529	7.016e-01	-1.111	0.435	0.601	7.174e-01
ZNF8	-0.787	7.844e-01	-1.722	0.444	0.603	7.216e-01
MGEA5	-0.354	6.384e-01	-2.480	0.434	0.603	7.223e-01
GRHL1	-0.386	6.503e-01	-2.022	0.433	0.604	7.237e-01
ZXDB	-0.238	5.940e-01	-5.091	0.441	0.604	7.244e-01
ZNF483	-0.285	6.120e-01	-3.378	0.437	0.605	7.251e-01
ZBTB26	-0.617	7.312e-01	-7.366	0.458	0.606	7.279e-01
GLI2	-1.638	9.493e-01	-6.797	0.481	0.606	7.286e-01
PPARGC1A	-0.364	6.421e-01	-2.827	0.434	0.611	7.383e-01
ZNF175	-0.851	8.025e-01	-0.793	0.438	0.612	7.390e-01
MTA3	-0.882	8.112e-01	-3.146	0.449	0.613	7.404e-01
TARDBP	-0.870	8.079e-01	-2.866	0.448	0.613	7.418e-01
BRD4	-5.011	1.000e+00	-8.091	0.507	0.614	7.425e-01
MBD2	-2.672	9.962e-01	-4.904	0.480	0.615	7.445e-01
CHAMP1	-0.528	7.014e-01	-2.385	0.437	0.615	7.452e-01
HSF1	-1.420	9.222e-01	-7.574	0.475	0.616	7.465e-01
MEF2D	-0.562	7.129e-01	-1.503	0.433	0.617	7.486e-01
RB1	-1.232	8.909e-01	-7.881	0.472	0.619	7.533e-01
LMO1	-0.497	6.903e-01	-1.458	0.429	0.620	7.540e-01
ZNF414	-0.305	6.198e-01	-6.341	0.443	0.620	7.540e-01
TET3	-1.061	8.556e-01	-4.416	0.456	0.620	7.546e-01
CBX1	-0.936	8.255e-01	-7.542	0.461	0.622	7.573e-01
ZNF501	-0.327	6.281e-01	-5.887	0.442	0.622	7.586e-01
SETX	-0.233	5.922e-01	-5.842	0.438	0.624	7.613e-01
ZEB2	-0.738	7.699e-01	-3.709	0.446	0.625	7.633e-01
HDAC2	-1.922	9.727e-01	-5.721	0.474	0.625	7.639e-01
E2F8	-0.405	6.574e-01	-3.000	0.432	0.625	7.639e-01
ZNF48	-0.608	7.284e-01	-0.464	0.425	0.626	7.652e-01
ZNF239	-0.551	7.091e-01	-2.570	0.435	0.627	7.665e-01
HJURP	-0.426	6.650e-01	-2.885	0.432	0.629	7.704e-01
PYGO2	-0.723	7.652e-01	-1.025	0.431	0.631	7.737e-01
ZNF436	-0.694	7.562e-01	-0.087	0.421	0.631	7.743e-01
ZNF528	-0.279	6.098e-01	-5.747	0.437	0.633	7.775e-01
ZNF682	-0.469	6.806e-01	-4.381	0.438	0.633	7.788e-01
ZNF263	-1.293	9.020e-01	-3.559	0.454	0.634	7.794e-01
MAX	-1.883	9.702e-01	-5.816	0.472	0.635	7.820e-01
SP4	-1.165	8.779e-01	-5.065	0.456	0.637	7.857e-01
ZFP2	-0.568	7.151e-01	-4.584	0.441	0.638	7.870e-01
MYH11	-1.745	9.595e-01	-6.780	0.473	0.640	7.895e-01
WDHD1	-0.599	7.254e-01	-2.823	0.433	0.641	7.919e-01
TBL1X	-0.435	6.682e-01	-3.515	0.431	0.641	7.925e-01
FOXG1	-0.430	6.663e-01	-3.610	0.431	0.641	7.925e-01
ZEB1	-0.996	8.403e-01	-5.973	0.452	0.643	7.962e-01
ZFP69B	-0.424	6.642e-01	-5.499	0.437	0.643	7.962e-01
EZH1	-1.245	8.935e-01	-3.313	0.450	0.645	7.986e-01
ZNF260	-0.485	6.863e-01	-3.069	0.429	0.645	7.993e-01
WHSC1	-0.588	7.216e-01	-2.819	0.432	0.645	7.993e-01
ZFX	-2.610	9.955e-01	-7.921	0.480	0.646	7.999e-01
ZMIZ1	-0.576	7.177e-01	-4.282	0.438	0.646	7.999e-01
ETV7	-0.481	6.847e-01	-3.265	0.430	0.646	8.005e-01
ZNF468	-0.556	7.108e-01	-2.315	0.427	0.647	8.017e-01
ZKSCAN1	-0.910	8.187e-01	-3.224	0.442	0.649	8.052e-01
ZNF18	-0.730	7.675e-01	-7.849	0.449	0.652	8.105e-01
AEBP2	-0.767	7.785e-01	-1.521	0.427	0.654	8.129e-01
STAT5B	-1.571	9.419e-01	-2.328	0.449	0.654	8.135e-01
ZNF792	-0.470	6.808e-01	-5.623	0.435	0.657	8.186e-01
ZNF143	-2.764	9.971e-01	-11.137	0.482	0.658	8.198e-01
CHD2	-1.024	8.472e-01	-12.749	0.460	0.658	8.198e-01
LANA	-0.839	7.992e-01	-8.551	0.451	0.658	8.203e-01
ZNF611	-0.641	7.391e-01	-2.027	0.423	0.662	8.265e-01
ZNF274	-1.257	8.956e-01	1.161	0.414	0.662	8.265e-01
KLF11	-0.826	7.956e-01	-4.086	0.439	0.663	8.276e-01
CBX4	-0.412	6.599e-01	-5.946	0.432	0.665	8.303e-01
ZNF280D	-0.501	6.917e-01	-5.771	0.434	0.665	8.314e-01
ZSCAN23	-0.470	6.808e-01	-6.625	0.436	0.666	8.330e-01
E2F5	-0.632	7.363e-01	-4.337	0.434	0.667	8.336e-01
BCOR	-1.175	8.800e-01	-3.326	0.444	0.668	8.357e-01
L3MBTL2	-0.729	7.671e-01	-2.938	0.430	0.669	8.363e-01
NR0B1	-0.424	6.642e-01	-6.332	0.432	0.672	8.405e-01
ZNF324	-0.570	7.156e-01	-8.628	0.442	0.672	8.410e-01
ZNF24	-1.064	8.564e-01	-4.965	0.445	0.672	8.415e-01
TRIM25	-1.799	9.640e-01	-2.860	0.449	0.674	8.446e-01
TRAF7	-1.121	8.688e-01	-5.136	0.446	0.675	8.462e-01
ZNF341	-0.803	7.891e-01	-3.744	0.433	0.677	8.487e-01
ZNF146	-0.885	8.120e-01	-2.847	0.430	0.678	8.492e-01
SP1	-3.342	9.996e-01	-7.577	0.472	0.678	8.497e-01
ZNF100	-0.737	7.694e-01	-3.544	0.430	0.678	8.497e-01
ZFP41	-1.004	8.422e-01	-1.062	0.422	0.679	8.512e-01
CDK8	-1.895	9.709e-01	-6.844	0.463	0.680	8.527e-01
ZMYND8	-1.195	8.839e-01	-3.970	0.444	0.680	8.532e-01
ADNP	-0.793	7.860e-01	-3.069	0.428	0.681	8.542e-01
ETV1	-0.881	8.109e-01	-8.872	0.447	0.682	8.557e-01
CBFB	-2.507	9.939e-01	-7.520	0.467	0.683	8.562e-01
SCML2	-0.845	8.009e-01	-4.005	0.434	0.684	8.581e-01
RAD51	-1.138	8.724e-01	-3.519	0.439	0.686	8.600e-01
CDK12	-0.576	7.176e-01	-4.388	0.426	0.686	8.605e-01
GTF2F1	-1.031	8.488e-01	-15.673	0.455	0.686	8.605e-01
ZNF441	-0.578	7.185e-01	-4.343	0.426	0.687	8.624e-01
ZNF391	-0.508	6.942e-01	-9.740	0.438	0.688	8.629e-01
MYC	-9.239	1.000e+00	-26.487	0.493	0.689	8.653e-01
ZNF318	-1.077	8.593e-01	-2.615	0.431	0.691	8.676e-01
MCM7	-1.304	9.039e-01	-2.362	0.436	0.692	8.680e-01
ZNF574	-0.381	6.484e-01	-10.860	0.433	0.692	8.685e-01
NCOR1	-1.349	9.113e-01	-7.968	0.453	0.693	8.694e-01
BCL3	-3.649	9.999e-01	-6.169	0.465	0.693	8.703e-01
ZBTB40	-1.463	9.283e-01	-5.059	0.447	0.695	8.717e-01
BRCA1	-1.733	9.584e-01	-16.947	0.470	0.695	8.722e-01
ETS2	-1.301	9.033e-01	-5.582	0.446	0.695	8.722e-01
ORC2	-0.600	7.256e-01	-4.919	0.425	0.696	8.740e-01
POLR2H	-0.815	7.925e-01	-3.923	0.428	0.697	8.753e-01
YY1	-5.142	1.000e+00	-20.646	0.482	0.701	8.797e-01
ZNF343	-0.494	6.895e-01	-7.808	0.429	0.701	8.797e-01
MEN1	-0.921	8.215e-01	-3.410	0.427	0.701	8.801e-01
ZBTB8A	-0.775	7.809e-01	-4.775	0.429	0.701	8.801e-01
ZBTB1	-0.639	7.387e-01	-6.717	0.432	0.702	8.806e-01
NFATC1	-1.550	9.395e-01	-9.723	0.456	0.703	8.823e-01
AFF4	-3.747	9.999e-01	-34.384	0.488	0.703	8.827e-01
ZNF589	-0.812	7.917e-01	-5.327	0.431	0.705	8.840e-01
USF2	-1.886	9.704e-01	-6.890	0.455	0.706	8.852e-01
ZMYM3	-1.892	9.708e-01	-1.849	0.437	0.709	8.894e-01
MORC2	-1.506	9.340e-01	-6.554	0.448	0.710	8.902e-01
NELFE	-5.048	1.000e+00	-34.493	0.487	0.711	8.914e-01
MIER1	-0.853	8.032e-01	-4.314	0.425	0.713	8.934e-01
ZNF837	-1.024	8.470e-01	-3.406	0.426	0.714	8.950e-01
GTF2A2	-0.845	8.010e-01	-2.905	0.414	0.715	8.954e-01
ZNF644	-0.878	8.100e-01	-5.671	0.430	0.715	8.954e-01
POLR2A	-36.193	1.000e+00	-56.056	0.488	0.715	8.958e-01
ZNF423	-0.906	8.175e-01	-4.379	0.424	0.720	9.009e-01
ZTA	-1.484	9.310e-01	-0.212	0.409	0.720	9.009e-01
ING2	-0.648	7.415e-01	-5.968	0.423	0.720	9.013e-01
KLF17	-0.860	8.051e-01	-5.481	0.427	0.720	9.016e-01
KLF8	-0.693	7.559e-01	-8.318	0.431	0.722	9.031e-01
CDK7	-1.747	9.597e-01	-6.860	0.450	0.723	9.039e-01
PML	-1.673	9.528e-01	-4.073	0.441	0.723	9.043e-01
MAZ	-1.648	9.503e-01	-6.683	0.447	0.724	9.050e-01
CD59	-0.832	7.974e-01	-3.667	0.415	0.724	9.054e-01
CNOT3	-1.331	9.085e-01	-1.190	0.416	0.725	9.065e-01
BRD3	-2.175	9.852e-01	-19.350	0.465	0.727	9.087e-01
TAZ	-0.872	8.083e-01	-3.594	0.413	0.729	9.101e-01
ZNF121	-1.217	8.883e-01	-4.619	0.433	0.730	9.112e-01
EGR2	-1.482	9.309e-01	-3.586	0.433	0.731	9.126e-01
PPARD	-0.652	7.429e-01	-6.850	0.423	0.732	9.129e-01
ZNF584	-0.939	8.262e-01	-5.888	0.428	0.732	9.129e-01
DLX1	-0.676	7.505e-01	-6.726	0.422	0.732	9.136e-01
E2F6	-2.082	9.813e-01	-8.047	0.451	0.733	9.140e-01
FOXJ2	-0.902	8.164e-01	-6.154	0.425	0.737	9.177e-01
ZNF71	-0.838	7.990e-01	-13.202	0.437	0.737	9.177e-01
WDR5	-2.092	9.818e-01	-7.810	0.450	0.737	9.181e-01
ZNF282	-1.182	8.815e-01	-2.874	0.418	0.739	9.201e-01
CCDC101	-0.946	8.279e-01	-10.329	0.436	0.739	9.204e-01
ZSCAN29	-0.950	8.290e-01	-6.378	0.426	0.744	9.243e-01
BARX1	-0.715	7.628e-01	-7.055	0.420	0.745	9.256e-01
SON	-1.145	8.739e-01	-2.151	0.400	0.747	9.268e-01
SOX9	-1.020	8.461e-01	-11.168	0.436	0.747	9.274e-01
RARG	-1.376	9.156e-01	-3.274	0.423	0.748	9.277e-01
ZNF189	-0.637	7.381e-01	-10.105	0.423	0.748	9.277e-01
ZNF197	-0.909	8.184e-01	-6.816	0.425	0.748	9.280e-01
CREB1	-3.423	9.997e-01	-15.288	0.460	0.750	9.293e-01
DIDO1	-0.896	8.149e-01	-7.058	0.425	0.750	9.299e-01
PTPN11	-0.560	7.123e-01	-16.394	0.427	0.751	9.305e-01
ZNF76	-1.550	9.394e-01	-11.074	0.445	0.752	9.314e-01
KMT2A	-2.133	9.836e-01	-4.682	0.439	0.752	9.317e-01
NCOA1	-1.042	8.513e-01	-6.095	0.423	0.755	9.335e-01
ZBTB7A	-3.897	1.000e+00	-8.899	0.453	0.755	9.337e-01
ZNF610	-1.043	8.515e-01	-9.944	0.433	0.758	9.360e-01
HOXA4	-0.699	7.577e-01	-10.063	0.421	0.758	9.360e-01
E2F3	-0.711	7.616e-01	-9.717	0.420	0.759	9.372e-01
ZKSCAN8	-1.056	8.546e-01	-6.879	0.426	0.760	9.375e-01
FOXK1	-1.551	9.395e-01	-2.437	0.415	0.760	9.377e-01
ZNF83	-1.080	8.600e-01	-10.439	0.434	0.761	9.383e-01
RAC3	-1.056	8.544e-01	-3.906	0.404	0.762	9.391e-01
DPF1	-1.154	8.757e-01	-7.492	0.430	0.763	9.402e-01
GTF3C2	-1.096	8.635e-01	-6.955	0.426	0.764	9.410e-01
PRAME	-0.751	7.737e-01	-9.330	0.419	0.764	9.410e-01
MLLT1	-2.295	9.891e-01	-6.420	0.442	0.765	9.413e-01
ID3	-1.071	8.579e-01	-6.263	0.421	0.766	9.424e-01
SETD1A	-1.124	8.694e-01	-9.364	0.431	0.767	9.432e-01
PRDM2	-1.045	8.519e-01	-6.503	0.420	0.768	9.437e-01
ZBTB33	-3.688	9.999e-01	-18.210	0.458	0.769	9.445e-01
TGIF2	-1.000	8.412e-01	-8.567	0.424	0.769	9.447e-01
CREB3	-1.160	8.770e-01	-4.985	0.416	0.771	9.460e-01
MXI1	-1.568	9.415e-01	-15.108	0.444	0.773	9.470e-01
HDAC1	-3.446	9.997e-01	-14.064	0.453	0.773	9.473e-01
PHIP	-1.740	9.591e-01	-7.035	0.438	0.773	9.475e-01
AGO2	-0.757	7.755e-01	-11.540	0.418	0.774	9.478e-01
GLIS2	-1.181	8.813e-01	-4.958	0.415	0.774	9.478e-01
STAT2	-1.442	9.253e-01	-8.355	0.434	0.774	9.480e-01
INTS12	-0.811	7.913e-01	-9.239	0.416	0.774	9.483e-01
ASXL1	-0.730	7.673e-01	-13.188	0.419	0.776	9.495e-01
EGR1	-2.288	9.889e-01	-12.089	0.447	0.776	9.497e-01
TRRAP	-1.058	8.550e-01	-10.137	0.427	0.777	9.500e-01
CDK9	-3.634	9.999e-01	-10.255	0.449	0.777	9.502e-01
BPTF	-0.778	7.817e-01	-11.631	0.418	0.778	9.507e-01
KLF3	-1.057	8.547e-01	-5.345	0.404	0.778	9.509e-01
ZNF445	-1.628	9.483e-01	-1.119	0.372	0.779	9.517e-01
NBN	-1.709	9.563e-01	-5.398	0.429	0.780	9.521e-01
GLI4	-1.028	8.480e-01	-9.002	0.421	0.782	9.533e-01
TAF7	-1.782	9.626e-01	-13.703	0.444	0.785	9.556e-01
KDM5C	-1.750	9.599e-01	-11.437	0.441	0.786	9.560e-01
XRN2	-3.102	9.990e-01	-26.735	0.454	0.788	9.571e-01
KLF1	-2.350	9.906e-01	-9.405	0.442	0.788	9.571e-01
MKL1	-0.904	8.171e-01	-9.380	0.412	0.789	9.578e-01
PATZ1	-1.458	9.275e-01	-8.203	0.430	0.790	9.584e-01
BRD2	-3.024	9.988e-01	-26.689	0.454	0.790	9.586e-01
MCM3	-1.272	8.983e-01	-5.730	0.413	0.791	9.590e-01
ZNF783	-1.102	8.647e-01	-5.860	0.402	0.792	9.593e-01
EP400	-0.954	8.299e-01	-8.446	0.409	0.792	9.597e-01
